,Name,Fantrax_Rank,Fantrax_ADP,Dollars,IP,ERA,WHIP,K/9,QS,SV,K-BB%,PL_Rank,Eno,Stuff+
196,Manuel Rodríguez,369,892.8,-5.779883508689167,58.6037,3.60305,1.27999,8.72116,0.0,3.27671,0.1417784765362739,,,
197,Manuel Rodríguez,5453,-,-5.779883508689167,58.6037,3.60305,1.27999,8.72116,0.0,3.27671,0.1417784765362739,,,
198,Ryan Brasier,476,1693.6,-5.780793021734648,52.229,3.72805,1.18459,8.63252,0.352035,1.15896,0.1633951961994171,,,
199,Andrew Abbott,126,339.15,-5.786431067378901,140.038,4.49931,1.33966,8.39832,8.97223,0.0,0.1303829997777938,,110.0,95.0
200,Mark Leiter Jr.,312,793.7,-5.994186382370107,55.9898,3.92122,1.2301,10.7972,0.0,1.06709,0.1956037580966949,,,
201,JoJo Romero,309,791,-6.025317031798126,56.9056,3.66276,1.25075,8.60949,0.0,2.11389,0.1491506695747375,,,
202,Matt Brash,261,667.98,-6.050363591184297,37.4233,3.16087,1.25293,11.6531,0.0,2.60659,0.2021508365869522,,,
203,Zebby Matthews,171,412.52,-6.056926303753741,78.0978,4.24079,1.20394,8.55979,3.75807,0.0,0.1801221072673797,,130.0,98.0
204,Brock Stewart,462,1672.72,-6.125498062303711,48.5359,3.47336,1.26792,11.0656,0.0,0.657431,0.1894110813736915,,,
205,Derek Law,283,734.52,-6.146104567128076,69.2465,3.78724,1.30437,7.69063,0.0,4.42347,0.1215923801064491,,,
206,Lucas Giolito,118,328.89,-6.180902635964841,117.209,4.53428,1.32476,9.15374,7.76796,0.0,0.1524443328380584,63.0,88.0,95.0
207,Anthony Bender,337,850.15,-6.188628231864981,56.2598,3.83422,1.28041,9.31203,0.0,4.55613,0.1607483327388763,,,
208,Andre Pallante,150,383.98,-6.226687237544741,139.5,4.00226,1.40028,6.57627,8.78461,0.0,0.0759424567222595,,152.0,97.0
209,Chris Paddack,217,505.29,-6.2322489416065565,104.804,4.37669,1.26845,8.10309,5.04224,0.0,0.155099332332611,,126.0,93.0
210,Tanner Banks,593,2154.6,-6.236360714209747,64.6297,3.87363,1.2497,8.8743,0.0,0.658469,0.1598552912473678,,,
211,Walker Buehler,64,209.05,-6.282774471379763,139.901,4.44368,1.33906,7.66704,8.5759,0.0,0.1226490288972854,64.0,109.0,96.0
212,Jakob Junis,260,661.27,-6.326478461156918,72.5965,4.05685,1.18861,8.2352,2.28843,0.185809,0.1683993116021156,,163.0,97.0
213,Jordan Hicks,177,423.08,-6.387186841029539,124.13,4.13253,1.3855,8.12188,7.1872,0.306278,0.1061636582016944,,96.0,103.0
214,Kris Bubic,168,404.47,-6.406854544451559,96.8739,4.17246,1.32419,8.68768,5.51936,0.0649313,0.146709494292736,89.0,,
215,Hoby Milner,539,1829.77,-6.515440233662452,55.4936,3.83404,1.19751,8.29843,0.0,0.175013,0.1637101210653782,,,
216,Garrett Cleavinger,284,737.98,-6.586272306076112,57.9028,3.88229,1.29926,10.4509,0.0,2.4472,0.1637804135680198,,,
217,Ryne Nelson,99,297.15,-6.622616912689362,93.2725,4.2403,1.26651,7.41059,4.92092,0.0326413,0.133140467107296,,137.0,100.0
218,Joey Cantillo,170,412.2,-6.670248484805517,83.7128,4.0379,1.32875,9.53747,4.40643,0.0,0.1414999738335609,,134.0,96.0
219,Tyson Miller,340,851.65,-6.6742686182459705,56.8673,3.91537,1.21597,8.18931,0.0,1.32985,0.1433653458952903,,,
220,Taylor Rogers,313,794.55,-6.711315259767764,58.3053,4.08315,1.29235,9.72435,0.0,5.11616,0.1647310554981231,,,
221,Reed Garrett,303,784.87,-6.718125150407484,61.7617,3.84058,1.34007,10.6182,0.0,2.49636,0.1657641679048538,,,
222,Tommy Kahnle,364,885.17,-6.76752044433514,46.7903,3.53142,1.27359,9.16925,0.0,2.44747,0.139185145497322,,,
223,Tylor Megill,167,401.71,-6.81609209988321,78.9578,4.02751,1.2977,9.36618,3.49431,0.0,0.1559819802641868,,117.0,103.0
224,Clayton Kershaw,191,440.19,-6.855973008023897,53.9188,3.74406,1.22078,8.34768,3.89795,0.0,0.1551451161503791,,,
225,Brant Hurter,224,515.32,-6.869605266901928,48.208,3.71058,1.2029,7.70323,0.828329,0.0,0.1479289084672927,,,
226,Yariel Rodríguez,193,444.05,-6.911140537742417,89.4118,4.16881,1.31257,9.35516,3.92204,0.0,0.1369117498397827,,168.0,95.0
227,Steven Matz,275,702.77,-7.006977557556468,99.5025,4.14299,1.30331,7.80098,3.89924,0.0,0.1322666183114051,,158.0,93.0
228,Ben Brown,157,393.1,-7.010601724405253,48.4508,3.58043,1.18934,10.4359,1.56936,0.0,0.1905141249299049,,132.0,98.0
229,Nate Pearson,259,654.1,-7.033624617362197,56.1347,4.0339,1.25921,9.72984,0.0,1.91885,0.1693257614970207,,,
230,Hayden Wesneski,211,490.68,-7.045027505979959,93.6101,4.30753,1.2608,8.40354,3.16648,0.0,0.1440678909420967,92.0,106.0,97.0
231,Jorge Alcala,511,1755.94,-7.079515892315719,58.8838,4.05057,1.23662,9.34182,0.0,0.222733,0.1577225774526596,,,
232,Ryan Thompson,385,919.24,-7.116990250200965,59.9895,3.75198,1.26452,7.20937,0.0,1.19092,0.1228279173374176,,,
233,Michael McGreevy,187,433.76,-7.117791339049694,52.8845,3.80241,1.25747,7.10222,1.95481,0.0,0.1287383586168289,,,
234,Tony Gonsolin,158,393.88,-7.121687402935079,91.1263,4.44336,1.24739,7.82049,4.77631,0.0,0.1261054947972297,,120.0,90.0
235,Gregory Soto,533,1817.1,-7.179756801154673,54.0387,3.74111,1.32399,10.0342,0.0,1.99111,0.1533025577664375,,,
236,Erik Swanson,316,806.47,-7.19878780627648,56.0638,4.07294,1.26481,8.94399,0.0,3.36429,0.15434180945158,,,
237,Javier Assad,183,431,-7.213149659492023,126.748,4.23359,1.35925,7.47495,6.32058,0.0,0.1026918143033981,,139.0,96.0
238,Lance Lynn,188,437.05,-7.238972939786818,107.257,4.53606,1.32041,8.485,7.25208,0.0,0.1402299851179123,,181.0,98.0
239,Landen Roupp,218,505.54,-7.257983624327247,57.8347,3.73853,1.33046,8.90136,1.33194,0.0,0.1280851438641548,,,
240,Rhett Lowder,111,316.49,-7.265386588605239,106.185,4.2815,1.32546,7.48146,6.0912,0.0,0.1185328662395477,,,
241,Beau Brieske,245,602.64,-7.267790555070004,64.6535,3.90333,1.28353,8.57515,0.579871,6.81485,0.1353487968444824,,,
242,Héctor Neris,330,835.7,-7.322414508000561,52.3284,3.9079,1.28924,9.52502,0.0,2.6991,0.1494778916239738,,,
243,AJ Smith-Shawver,176,421.19,-7.330833114524101,66.9181,4.30172,1.31123,9.35744,2.81555,0.0,0.1429437398910522,,,
244,Osvaldo Bido,182,430.98,-7.360510200444422,101.241,4.44245,1.30984,8.37706,5.92757,0.0,0.1227650493383407,,82.0,105.0
245,Colin Poche,509,1750.4,-7.381219544862512,48.6617,3.92448,1.24982,8.46082,0.0,3.21721,0.1354036927223205,,,
246,Brady Basso,383,915.33,-7.407895791006521,49.4854,3.94555,1.22746,8.62496,0.839263,0.0,0.1604733616113662,,,
247,Tyler Anderson,141,373.14,-7.425023379667001,169.181,4.60418,1.35562,7.1998,10.4874,0.0,0.0994055122137069,,143.0,97.0
248,Kyle Gibson,186,433.61,-7.434780649609616,131.158,4.45878,1.37462,7.63401,9.70926,0.0,0.1123738065361976,,160.0,86.0
249,Jake Cousins,379,912.52,-7.472527642404485,50.0266,3.78748,1.3156,10.8446,0.0,1.17931,0.161320611834526,,,
250,José Buttó,225,515.83,-7.473395819429529,62.9003,3.72892,1.25571,9.04142,0.639092,1.38158,0.1382939517498016,,,
251,Tony Santillan,287,746.69,-7.497659323594803,58.338,4.16788,1.32276,10.5245,0.0,3.85527,0.1718325987458229,,,
252,Bryan King,601,2188.6,-7.511128601049204,48.4582,3.57982,1.29453,9.38765,0.0,0.280779,0.1493504494428634,,,
253,Ryan Fernandez,368,891.47,-7.512539357332848,62.5018,3.86324,1.33168,9.11774,0.0,1.63208,0.141676940023899,,,
254,Jorge López,267,684.76,-7.534872456931334,61.0324,4.13236,1.33283,7.96449,0.0,7.55074,0.1206530034542083,,,
255,Jackson Jobe,83,252,-7.5762514722722845,108.59,4.42348,1.30648,7.41953,5.97084,0.0,0.1073044165968895,60.0,81.0,106.0
256,Craig Kimbrel,269,687.15,-7.610235551106721,45.9957,3.98726,1.30583,10.8301,0.0,3.64312,0.1692943647503852,,,
257,Colin Holderman,357,873.61,-7.613142746714441,57.9642,3.84303,1.33563,9.14017,0.0,2.48397,0.1370447501540184,,,
258,Jose Quintana,161,397.94,-7.63401945672447,122.648,4.32047,1.3742,7.15116,8.53779,0.0,0.0978851616382598,,174.0,89.0
259,Gabe Speier,621,-,-7.660130191942564,45.4005,3.86369,1.23088,9.83903,0.0,0.00129003,0.1771166548132896,,,
260,Frankie Montas,112,317.09,-7.698638733568636,89.9123,4.35583,1.32969,8.55679,6.09009,0.0,0.1321780011057853,,89.0,104.0
261,Jordan Montgomery,133,352.73,-7.703512357942444,105.127,4.29502,1.33741,7.10333,6.67916,0.143769,0.1134921610355377,,141.0,93.0
262,Joe Mantiply,565,1974.56,-7.7079396673161025,54.9156,3.82888,1.26866,7.83045,0.0,0.831632,0.1362473592162132,,,
263,Nick Sandlin,542,1833.63,-7.746079829450297,57.1189,4.01246,1.28277,9.73861,0.0,0.0960577,0.1494485810399055,,,
264,Angel Perdomo,668,-,-7.758109387941273,44.7341,3.73219,1.29827,11.3657,0.0,0.0,0.183819368481636,,,
265,Emilio Pagán,386,919.24,-7.789005875831622,59.1026,4.3253,1.25481,9.41955,0.0,2.04203,0.1707400530576706,,,
266,Colin Rea,212,491.05,-7.802986901800887,116.283,4.58163,1.28894,7.15359,6.25105,0.16855,0.1222430020570755,,170.0,94.0
267,Max Meyer,192,442.98,-7.804902187660337,128.877,4.45679,1.36832,7.81963,8.25454,0.0,0.118566483259201,,147.0,92.0
268,Scott Barlow,531,1813.58,-7.837437008503635,57.867,3.99162,1.31144,9.62645,0.0,1.23295,0.1520317420363426,,,
269,Ryan Burr,546,1856.77,-7.845579703938409,42.4944,3.84848,1.24081,10.4903,0.0,0.0429714,0.1926667168736457,,,
270,Ryne Stanek,508,1746.34,-7.871893271399442,55.1801,3.98022,1.31266,10.0668,0.0,1.13946,0.1533082425594329,,,
271,Jacob Webb,362,878.88,-7.897376208855697,60.4431,4.13502,1.33115,9.04342,0.0,4.4146,0.1288028061389923,,,
272,Jacob Webb,6584,-,-7.897376208855697,60.4431,4.13502,1.33115,9.04342,0.0,4.4146,0.1288028061389923,,,
273,Jacob Webb,6585,-,-7.897376208855697,60.4431,4.13502,1.33115,9.04342,0.0,4.4146,0.1288028061389923,,,
274,Dennis Santana,306,789.35,-7.929623568573316,63.7983,4.21652,1.32294,8.65091,0.0,4.812,0.1317335814237594,,,
275,Nick Mears,355,873.05,-7.9419493822809155,57.5919,4.05845,1.3222,10.9675,0.0,0.276991,0.17692581564188,,,
276,Eduard Bazardo,664,-,-8.012628407695482,39.1057,3.85684,1.1985,9.1672,0.0,0.556818,0.165185660123825,,,
277,Jared Koenig,382,914.04,-8.026762670444816,63.1079,3.66172,1.29491,8.73158,0.418824,1.9649,0.1425197124481201,,,109.0
278,Tristan Beck,354,872.97,-8.03087700761626,53.96,3.95052,1.25358,7.74047,0.149795,0.309395,0.1383275762200355,,,
279,Keegan Thompson,350,870.9,-8.040323593755298,52.2952,3.98701,1.29641,9.31877,0.250361,1.13349,0.1326180696487426,,,
280,Brock Burke,477,1696.4,-8.061051941454748,61.3807,4.10023,1.29369,9.02991,0.0,0.663787,0.1552418395876884,,,
281,Caleb Thielbar,528,1805.4,-8.061282196007651,46.3968,3.97374,1.26067,9.94541,0.0,0.556965,0.1764063537120819,,,
282,Erik Miller,407,973.35,-8.125971586854332,58.2488,3.55029,1.32201,11.1151,0.0,0.568079,0.1617415100336074,,,
283,John Schreiber,393,935.82,-8.139571837955653,56.6108,3.85961,1.32314,8.44597,0.0,1.4218,0.1276067569851875,,,
284,Tomoyuki Sugano,123,337.08,-8.15107315341371,124.662,4.59515,1.29808,6.55073,7.06073,0.0,0.1118828132748603,,123.0,
285,Eli Morgan,381,913.41,-8.24803270744493,46.7456,3.98077,1.2266,8.46681,0.0,0.000950562,0.1540037170052528,,,
286,Caleb Ferguson,570,2036.6,-8.26476088560198,53.055,3.76184,1.35153,9.72079,0.0,0.545451,0.154802031815052,,,
287,Sawyer Gipson-Long,399,956.11,-8.293295850368013,39.2488,4.05777,1.23373,8.56799,1.69154,0.0,0.1586930528283119,97.0,,
288,Michel Otañez,322,824.48,-8.31254268095712,55.5013,3.87525,1.40366,11.6487,0.0,1.16105,0.1628110855817794,,,
289,Paul Blackburn,274,697.34,-8.31508223850681,103.73,4.42524,1.32877,7.58979,5.95046,0.0,0.1223705485463142,,140.0,89.0
290,Tyler Ferguson,375,900.76,-8.395061562992307,63.2815,4.119,1.35412,9.78545,0.0,1.97575,0.1368599981069564,,,
291,Tayler Saucedo,478,1701.4,-8.418756484203763,53.4225,3.81364,1.32983,8.43539,0.0,1.1123,0.1173320114612579,,,
292,Shane Smith,374,899.38,-8.48321040581547,54.288,4.12008,1.28783,8.74471,0.664364,0.0,0.1419325694441795,,,
293,Bryan Hoeing,587,2134.6,-8.485079467382892,62.031,4.09197,1.27409,7.21147,0.312727,0.0,0.1189741864800453,,,
294,Andrew Painter,98,296.65,-8.515410298432034,61.8706,4.23349,1.2714,8.87195,3.70104,0.0,0.1494303345680236,,,
295,Davis Martin,268,686.61,-8.529851197776907,120.125,4.55366,1.35181,7.92901,7.20515,0.0,0.1188025996088981,,118.0,95.0
296,Mitch Spence,220,509.38,-8.545106985903988,122.054,4.50747,1.33633,7.15154,6.77992,0.0,0.1147246584296226,,105.0,99.0
297,Erik Sabrowski,526,1801.44,-8.556858250321392,51.0014,3.65992,1.39383,10.4858,0.0,0.188454,0.1445858776569366,,,
298,Tayler Scott,346,864.98,-8.579823941158221,61.1104,3.91341,1.3574,9.00778,0.0,0.577295,0.1238643303513526,,,
299,Sam Moll,535,1821.42,-8.604357869779532,52.7753,3.94762,1.32042,9.23529,0.0,0.412946,0.1389777436852455,,,
300,Seth Halvorsen,199,465.92,-8.604970163352666,61.3933,4.39238,1.39982,8.74166,0.0,10.0607,0.1310522407293319,,,
301,Ben Lively,164,399.78,-8.644238706938971,138.074,4.61433,1.33941,7.07264,7.95381,0.0,0.1072437167167663,,,84.0
302,Andrew Chafin,617,-,-8.675858429776111,48.4271,3.84312,1.35727,9.96607,0.0,1.20363,0.1471283063292503,,,
303,Troy Taylor,358,876.53,-8.704147095573147,45.5087,3.90551,1.29372,8.94658,0.0,0.686685,0.1414908468723297,,,
304,Sean Hjelle,469,1681.1,-8.72086362469485,62.5073,4.00637,1.31345,7.83659,0.0,0.0341127,0.1387854889035225,,,
305,Michael Lorenzen,202,469.07,-8.73364432787679,137.294,4.44721,1.38117,6.9979,8.58586,0.00118662,0.0823604017496109,,157.0,91.0
306,Dylan Floro,464,1675.8,-8.781447011508037,55.3727,3.83739,1.30509,6.91215,0.0,0.366476,0.109621375799179,,,
307,Phil Maton,484,1717.77,-8.824733617366459,50.5493,4.11442,1.27613,8.65057,0.0,0.426226,0.1362501606345176,,,
308,Trevor Williams,209,486.48,-8.833183779124658,112.428,4.425,1.32829,7.33011,4.81064,0.0,0.117807924747467,,,90.0
309,Michael Tonkin,501,1737.05,-8.85335424697056,58.3346,4.23298,1.29555,9.03397,0.0,0.297893,0.1471200510859489,,,
310,Craig Yoho,333,844.87,-8.853604390123088,37.1884,3.73955,1.29244,10.1982,0.0,0.0,0.1644132733345031,,,
311,Mason Montgomery,264,676.74,-8.871278954287407,54.988,4.09279,1.34065,9.65985,0.0,1.08406,0.1567749679088592,,,
312,Cade Cavalli,230,531.36,-8.890093326121802,73.1663,4.27726,1.33421,8.46936,4.81276,0.0,0.1232804656028747,,,
313,Bubba Chandler,93,290.43,-8.892516418263408,91.784,4.42716,1.34263,8.32367,5.33666,0.0,0.1223452165722847,59.0,,
314,Kaleb Ort,504,1741.45,-8.912500954197784,56.7417,4.24048,1.30518,9.32684,0.0,0.675426,0.151844747364521,,,
315,Justin Topa,503,1737.87,-8.914008305592283,40.1613,3.68217,1.2899,7.84847,0.0,0.66187,0.1288350895047187,,,
316,Yilber Diaz,280,731.89,-8.926211819732714,51.4346,4.16056,1.34739,9.43859,1.61889,0.0,0.1390221342444419,,,
317,John King,597,2175.6,-8.943199357880587,57.8533,3.67658,1.32996,6.06533,0.0,0.0402842,0.0937691330909729,,,
318,Wandy Peralta,427,1540.4,-8.94940844382404,46.6817,3.80712,1.30928,7.46532,0.0,1.12379,0.0991033166646957,,,
319,Michael Grove,349,868.25,-8.963638893783372,39.2975,4.0521,1.23929,9.45158,0.0,0.0,0.1767937690019607,,,
320,John Brebbia,623,-,-8.986590093518574,46.9607,4.27622,1.25926,9.61596,0.0,0.323854,0.1750366240739822,,,
321,Hans Crouse,450,1649.29,-9.004033508278175,51.7089,4.17148,1.3341,10.6931,0.0,0.387037,0.1639576554298401,,,
322,Sean Guenther,716,-,-9.037686450853084,41.2089,3.70233,1.27205,7.13475,0.0,0.0544437,0.1200958937406539,,,
323,Brenan Hanifee,692,-,-9.115062528436852,36.3544,3.56461,1.26858,7.23023,0.0,0.0211851,0.1264708936214447,,,
324,Julian Merryweather,564,1972.6,-9.1302465418391,44.771,3.99444,1.32044,9.85325,0.0,0.346177,0.1556937769055366,,,
325,Anthony Banda,512,1756.18,-9.157040687153824,52.5118,4.01386,1.35055,9.0338,0.419948,0.357082,0.1413995772600174,,,
326,Collin Snider,377,903.84,-9.165840303730228,56.2645,3.86993,1.37248,8.44445,0.0,0.807559,0.1202846765518188,,,
327,Bailey Falter,232,551.08,-9.213198845421148,125.005,4.57538,1.32812,6.71147,6.53166,0.0,0.1049738973379135,,,95.0
328,Landon Knack,194,448.16,-9.224146894888332,52.5094,4.13431,1.23131,9.12846,1.62553,0.0342603,0.1665816232562065,,162.0,95.0
329,Elvis Peguero,608,-,-9.249385070389769,52.7653,3.81714,1.36116,8.26194,0.0,0.266685,0.1156916990876197,,,
330,Angel Zerpa,561,1948.4,-9.2534536942479,52.8598,3.90417,1.3369,7.92597,0.0,0.32964,0.1283799856901168,,,
331,Cade Povich,179,424.64,-9.256894879983973,78.0387,4.4169,1.31581,8.36083,4.2184,0.0,0.1286268532276153,,144.0,97.0
332,Greg Weissert,605,-,-9.2900736387374,55.5878,4.00363,1.34868,8.67946,0.0,0.30023,0.1349339857697487,,,
333,Carmen Mlodzinski,463,1673.83,-9.322727168434854,57.6038,4.01751,1.35174,8.18911,0.0,0.88645,0.1180751919746398,,,
334,Chayce McDermott,359,877.66,-9.375612661775865,40.9428,4.24061,1.35022,10.039,1.94874,0.0,0.141015850007534,,,
335,José Quijada,519,1784.64,-9.424813457548757,52.0354,4.10636,1.37468,10.319,0.0,0.823736,0.1369460672140121,,,
336,Ryan Yarbrough,367,890.34,-9.432348844808129,40.8367,4.16858,1.22062,6.64831,0.499986,0.119132,0.1121075078845024,,,
337,Brent Suter,449,1645.72,-9.48010044405023,59.2746,4.07739,1.31938,7.09618,0.0,0.456336,0.1168653070926666,,,
338,Kyle Wright,244,596.98,-9.487521241833434,78.3421,4.32202,1.34596,7.89152,4.76204,0.0,0.1211636140942573,,,
339,Abner Uribe,278,717.23,-9.529379086589636,38.6651,3.77313,1.4149,10.2305,0.0,2.28609,0.1207299977540969,,,
340,Albert Suárez,204,474.73,-9.537336876245684,78.5103,4.25733,1.31636,7.93578,2.75361,0.0,0.1299359127879142,,,88.0
341,Braxton Ashcraft,336,849.3,-9.541387016194207,38.0126,4.11885,1.26876,7.83613,0.898279,0.0,0.142482504248619,,,
342,Andrew Walters,384,916.03,-9.576635908944642,43.9668,3.95824,1.35045,9.80993,0.0,0.0409252,0.1383673995733261,,,
343,Alec Marsh,180,426.03,-9.581767559730896,95.5299,4.62054,1.33729,8.68541,5.04968,0.0,0.139407142996788,,,95.0
344,Austin Voth,494,1728.8,-9.583171235587772,48.3631,4.33905,1.26541,8.62926,0.0,0.0,0.1498290076851844,,,
345,Sean Burke,142,374.05,-9.587413975888962,116.879,4.59356,1.3956,8.78319,7.23753,0.0,0.1172163262963295,,93.0,101.0
346,Luke Jackson,641,-,-9.646276804946533,50.0831,4.11083,1.35675,9.53991,0.0,0.573215,0.1426905542612075,,,
347,Kenta Maeda,321,823.09,-9.69097144980744,65.1176,4.48073,1.23825,8.51852,1.93243,0.0,0.161109521985054,,169.0,93.0
348,Drew Thorpe,223,513.63,-9.698236008930538,94.4749,4.60089,1.32012,6.97233,6.0781,0.0,0.09684569388628,,175.0,84.0
349,Brennan Bernardino,613,-,-9.71944009995496,43.1791,3.97892,1.3408,9.3248,0.0,0.0337402,0.1495040729641914,,,
350,Drey Jameson,468,1680.2,-9.78558269490319,42.1957,3.8972,1.35212,8.29722,0.516251,0.00143635,0.1258479133248329,,,
351,Aaron Ashby,201,467.61,-9.826688527316144,84.7245,4.12905,1.42146,8.84938,3.99971,0.516001,0.1134608685970306,,,
352,Gunnar Hoglund,491,1725.8,-9.827956206048526,55.6433,4.70268,1.26371,7.17549,1.99634,0.0,0.1194387152791023,,,
353,Kendall Graveman,665,-,-9.839786335921737,46.2872,3.93341,1.38211,8.6449,0.0,1.29519,0.1132406368851661,,,
354,Matt Waldron,207,476.65,-9.898910694718326,75.953,4.62045,1.27787,7.50941,4.19015,0.0,0.1294340193271637,,146.0,91.0
355,Dane Dunning,307,789.88,-9.90291099958982,77.1491,4.28578,1.32066,8.1991,2.315,0.0,0.1312623769044876,,183.0,85.0
356,Tyler Kinley,288,747.08,-9.9279500852075,58.7123,4.88669,1.41557,9.49547,0.0,11.3772,0.1417850255966186,,,
357,Justin Anderson,304,785.26,-9.9397585322204,60.5015,4.41843,1.45242,9.29464,0.0,7.99176,0.1164341792464256,,,
358,Forrest Whitley,879,-,-9.949695962084744,40.8104,3.94648,1.35973,9.60325,0.0,0.0,0.1392393410205841,,,
359,Hunter Bigge,286,746.01,-9.958147456169671,50.049,4.14903,1.37476,9.94754,0.0,0.234885,0.1456216946244239,,,
360,José Suarez,588,2145.6,-9.997455516840333,63.1722,4.50269,1.35966,8.8267,0.64168,2.05582,0.1366673037409782,,,
361,Shelby Miller,548,1863.89,-9.998464772193437,47.505,4.34644,1.29662,8.56081,0.0,0.419421,0.1361982300877571,,,
362,Adam Ottavino,572,2043.6,-9.998817122031022,38.6286,4.18207,1.32737,9.39462,0.0,1.19058,0.1458124369382858,,,
363,Buck Farmer,408,988.05,-10.004475119885022,52.2727,4.28755,1.32755,8.70823,0.0,0.32476,0.1286463215947151,,,
364,Max Lazar,787,-,-10.017148876427592,39.1339,4.21073,1.257,7.8033,0.0,0.0,0.1404645591974258,,,
365,Cionel Pérez,515,1763.09,-10.044497127744249,52.0056,3.82215,1.40802,7.97218,0.0,0.582424,0.0945343896746635,,,
366,Shawn Armstrong,566,1989.6,-10.048161369555697,63.2703,4.13139,1.28422,8.78638,0.0,0.758043,0.1518857181072235,,,
367,Bryan Baker,687,-,-10.074848658029495,36.8551,4.08858,1.31893,9.37911,0.0,0.234307,0.1432027071714401,,,
368,Marcus Stroman,185,432.95,-10.082631143729856,110.079,4.42654,1.37589,7.01204,5.913,0.118052,0.095502883195877,,138.0,88.0
369,Drew Smyly,612,-,-10.09366012966644,43.0559,4.273,1.30657,8.73466,0.263292,0.0,0.1468316167593002,,,
370,Sean Reid-Foley,467,1679.29,-10.094794004095544,43.004,3.9652,1.38425,9.80035,0.0,0.0,0.1305923908948898,,,
371,Grant Holman,728,-,-10.140196114695188,51.1512,4.18503,1.35194,8.87391,0.0,0.0,0.1282042935490608,,,
372,Brendon Little,614,-,-10.191455876286,50.6452,3.88617,1.38361,7.67891,0.0,0.0446195,0.0939459726214408,,,
373,Walter Pennington,774,-,-10.192775446307255,36.954,3.91558,1.33959,8.58493,0.0,0.0270267,0.1275379434227943,,,
374,JT Brubaker,388,922.31,-10.22750048677278,44.6837,4.43772,1.32693,8.665,1.19807,0.0,0.1438882127404213,,,
375,Randy Rodríguez,525,1798.4,-10.234296105218702,47.9853,4.1631,1.35658,9.02851,0.0,0.0294997,0.1290650516748428,,,
376,Scott Alexander,649,-,-10.242167746274184,50.4271,4.02206,1.36843,6.89693,0.0,1.64458,0.0996926352381706,,,
377,Griffin Canning,195,460.06,-10.244837254839103,88.2588,4.57617,1.3287,7.89179,4.28507,0.0,0.1225524991750717,,,89.0
378,Huascar Brazobán,609,-,-10.263945587312566,42.0327,4.03375,1.36429,9.17207,0.0,0.0292681,0.1235796064138412,,,
379,Fraser Ellard,492,1727.6,-10.2648456236628,61.3144,4.27416,1.43011,9.05634,0.0,3.75494,0.1144465804100036,,,
380,Declan Cronin,411,1054.4,-10.281865190680788,64.6008,4.17571,1.3906,8.00641,0.0,1.16283,0.1173216328024864,,,
381,Lance McCullers Jr.,239,588.71,-10.305920440421634,46.2806,3.93314,1.3439,8.62385,2.81274,0.0,0.1238417699933052,,,
382,Spencer Bivens,667,-,-10.3536540215545,38.9823,4.00066,1.31068,6.83242,0.0,0.324278,0.1048713698983192,,,
383,Mike Clevinger,409,990.91,-10.355863755231692,35.1805,4.52565,1.28341,7.90755,0.884412,1.2918,0.131037600338459,,,
384,Chase Silseth,294,761.55,-10.356946102200828,44.3152,4.3697,1.34214,8.92721,0.852165,0.0,0.1331530287861824,,,
385,Pedro Avila,599,2180.6,-10.4011215942674,37.6951,4.10465,1.33791,8.71821,0.0155745,0.369276,0.1208184733986854,,,
386,Evan Reifert,471,1686.29,-10.422184156159044,42.0116,4.26755,1.36054,9.52992,0.0,0.97849,0.1355772092938423,,,
387,Matthew Liberatore,310,791.55,-10.432658813655308,70.3204,4.1945,1.33167,8.17616,0.917468,1.43379,0.1274324879050254,,178.0,107.0
388,Cam Booser,637,-,-10.441035228226866,55.2411,4.26577,1.39147,9.23207,0.0,0.912828,0.1331671848893165,,,
389,DL Hall,214,496.7,-10.453490488428256,72.0228,4.20809,1.38337,9.53082,2.23738,0.0,0.1354869678616523,,119.0,87.0
390,Domingo Gonzalez,2860,-,-10.488677397581228,36.4716,4.20969,1.32724,9.40419,0.0,0.0404775,0.1481738686561584,,,
391,Justin Sterner,833,-,-10.517465274847403,40.4658,4.42859,1.30082,9.24628,0.0,0.0,0.1527631059288978,,,
392,Johan Oviedo,308,790.61,-10.55673770233708,73.9408,4.38607,1.37132,7.85525,4.60988,0.0,0.1024522855877876,,,
393,Carlos Vargas,851,-,-10.574462884449616,41.3837,3.94998,1.3675,7.77773,0.0,0.0,0.108508214354515,,,
394,Justin Wilson,631,-,-10.622685484141892,49.1227,4.44037,1.34663,9.30594,0.0,0.404124,0.1610338315367698,,,
395,Sam Long,627,-,-10.661846266422929,51.9387,4.2452,1.36433,8.15757,0.0,0.312124,0.114181749522686,,,
396,Michael Fulmer,559,1928.21,-10.68904793756978,42.824,4.24269,1.35832,8.8642,0.0,0.298291,0.1300119757652282,,,
397,José Ruiz,619,-,-10.69163386430605,54.2981,4.35351,1.36451,8.75665,0.0,0.260573,0.1326684728264808,,,
398,Jhony Brito,389,925.41,-10.72202072206217,46.6033,4.23085,1.32972,6.8115,0.323525,0.0282763,0.1042126938700676,,,
399,Hunter Strickland,607,-,-10.727822489645831,39.7787,4.39846,1.3097,7.57228,0.0,1.32162,0.1024225875735282,,,
400,Jacob Waguespack,555,1909.07,-10.73644683368196,42.834,4.22366,1.38612,9.22584,0.410627,0.0,0.1370470747351646,,,
