Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Emmanuel Clase","CLE",3.90111,2.94524,0,2.57661,64.5035,0,36.8899,0.885848,5.04422,66.8692,264.946,55.5695,20.8087,19.144,4.23318,12.6613,1.28172,2.12561,63.9274,8.60406,1.7041,5.04904,0.569748,0.241285,0.0477882,0.1934967041015625,0.222137,1.02036,0.28207,0.761136,,,2.74083,1.12839,1.39792,34.650001525878906,4.27475,0.610032,2.54449,4.27475,-0.610032,1.60734,572.9999999999999,8.552238805970148,555,8.283582089552239,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Edwin Díaz","NYM",4.81719,2.98051,0,3.01357,61.5256,0,33.6575,1.511,6.20331,64.2126,259.832,46.291,23.3707,21.501,6.21986,23.1148,0.751818,3.56788,92.0834,12.9063,3.23975,3.98374,0.871772,0.354395,0.0889603,0.2654348537325859,0.198546,1.08087,0.297161,0.758429,,,2.80424,1.12639,1.07613,39.189998626708984,2.90088,-0.961689,2.09711,2.90088,0.961689,2.20385,561.1999999999999,8.768749999999999,523,8.171875,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"JP Sears","ATH",8.70291,11.0168,10.6215,4.61257,29.5233,29.5233,0,0,0,171.962,726.931,167.473,95.7956,88.1319,29.7537,48.3591,2.01279,10.6886,139.216,7.28616,2.53097,2.8788,1.55722,0.191512,0.066525,0.12498693913221359,0.250752,1.25511,0.276039,0.689164,,,4.82678,1.11463,1.08543,495.1700134277344,5.99352,-1.34505,1.60136,5.99352,1.34505,2.86485,570.5999999999999,3.3174418604651157,571,3.3197674418604652,,,,,,,,,,,,,,,,,,,"JP Sears","23429",676664
"Steven Matz","STL",4.75558,5.45211,3.89924,4.14299,29.8552,16.2987,0,0.626154,0,99.5025,423.093,99.3977,49.7872,45.8042,12.8104,30.2853,1.19582,3.8574,86.2463,7.80098,2.7393,2.8478,1.1587,0.203847,0.0715807,0.13226661831140518,0.255554,1.30331,0.298687,0.714961,,,4.13601,1.1116,1.06487,642.4000244140625,4.0971,0.260051,0.158402,4.0971,-0.260051,4.7888,396.70000000000005,3.9670000000000005,405,4.05,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Charlie Morton","BAL",8.58293,8.68399,10.1442,4.34104,25.9601,25.9601,0,0,0,148.531,642.417,138.596,77.8717,71.642,20.559,59.9721,0.995587,11.6252,148.239,8.9823,3.63392,2.47179,1.24574,0.230751,0.0933539,0.13739743828773499,0.242801,1.33688,0.293607,0.710875,,,4.41593,1.10902,1.17069,405.1300048828125,3.82106,-0.426441,1.37638,3.82106,0.426441,3.16483,562.9000000000002,3.77785234899329,552,3.704697986577181,,,,,,,,,,,,,,,,,,,"Charlie Morton","4676",450203
"Eury Pérez","MIA",4.23815,4.55059,5.18995,3.85522,14.7903,14.4728,0,0,0,72.641,300.602,63.175,33.8221,31.1164,10.6715,23.4168,0.461029,2.62521,81.8531,10.1414,2.90127,3.49549,1.32217,0.272297,0.0778996,0.19439754635095596,0.230095,1.19205,0.288424,0.736475,,,3.89815,1.087,1.25354,460.80999755859375,3.00265,-0.801816,0.521107,3.00265,0.801816,4.30519,327.1,4.480821917808219,308,4.219178082191781,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Ryan Helsley","STL",5.02577,3.51241,0,2.82959,60.5076,0,32.9434,2.30715,4.733,63.8832,259.595,48.1444,21.8313,20.0848,5.40974,23.6617,1.60105,1.88845,78.6823,11.0849,3.3335,3.32531,0.762135,0.303097,0.0911485,0.21194835752248764,0.205706,1.12402,0.284988,0.77803,,,3.00388,1.08543,1.18202,51,2.46685,-0.35513,2.12611,2.46685,0.35513,2.16519,540.3000000000001,8.442187500000001,508,7.9375,,,,,,,,,,,,,,,,,,,"Ryan Helsley","18138",664854
"Jose Quintana","MIL",6.63661,7.04702,8.53779,4.32047,22.7012,21.8574,0,0.189368,0,122.648,529.954,122.965,63.997,58.8773,14.8068,45.5779,0.692116,4.95568,97.4525,7.15116,3.34455,2.13815,1.08654,0.183889,0.0860035,0.09788516163825989,0.256487,1.3742,0.294579,0.707283,,,4.38285,1.07952,1.22696,540.1300048828125,4.17258,0.597381,0.886838,4.17258,-0.597381,3.81755,446.90000000000003,3.6333333333333337,461,3.747967479674797,,,,,,,,,,,,,,,,,,,"Jose Quintana","11423",500779
"Antonio Senzatela","COL",4.25733,7.29988,5.54117,5.19763,26.0302,20.9334,0,0.314621,0,110.848,489.611,129.263,69.5832,64.0165,16.0209,33.804,0.537339,3.97529,72.1263,5.85608,2.74462,2.13366,1.30077,0.147313,0.0690427,0.0782708004117012,0.286087,1.47108,0.311375,0.664714,,,4.76648,1.05679,0.705996,999,3.69005,-1.04597,1.39124,3.69005,1.04597,3.14501,319.20000000000016,2.875675675675677,377,3.3963963963963963,,,,,,,,,,,,,,,,,,,"Antonio Senzatela","15488",622608
"Lucas Giolito","BOS",7.13488,7.52,7.76796,4.53428,26.1334,20.8662,0,0.470057,0,117.209,500.713,112.394,64.186,59.0511,18.8849,42.8808,1.01076,4.35934,119.212,9.15374,3.29263,2.78007,1.45009,0.238084,0.0856394,0.15244433283805847,0.247851,1.32476,0.296499,0.707013,,,4.43601,1.03205,1.09471,370.6000061035156,2.0297,-0.678518,0.924072,2.0297,0.678518,3.7679,437.90000000000015,3.742735042735044,435,3.717948717948718,,,,,,,,,,,,,,,,,,,"Lucas Giolito","15474",608337
"Ryan Walker","SFG",5.08519,3.58374,0,2.99695,65.0415,0.451946,23.4198,4.63948,3.73642,69.1481,281.931,55.2501,25.0282,23.026,5.7724,21.2672,0.966134,4.19253,81.9909,10.6716,2.76804,3.85528,0.751309,0.290819,0.075434,0.21538497507572174,0.215424,1.10657,0.293274,0.752369,,,2.98482,1.01786,1.13905,84.58000183105469,1.52113,-0.126423,1.54921,1.52113,0.126423,2.93439,517.8000000000001,7.504347826086957,491,7.115942028985507,,,,,,,,,,,,,,,,,,,"Ryan Walker","20423",676254
"Bailey Falter","PIT",6.30763,8.27331,6.53166,4.57538,33.7441,21.6697,0,0.311989,0,125.005,533.108,128.765,69.0753,63.5493,18.2321,37.2559,0.996153,3.32352,93.2183,6.71147,2.68233,2.50211,1.31266,0.174858,0.0698843,0.10497389733791351,0.261437,1.32812,0.290053,0.690024,,,4.54498,1.01783,0.952853,707.0399780273438,1.7898,-0.0317492,0.857841,1.7898,0.0317492,3.85621,434.20000000000005,3.4736000000000002,457,3.656,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Matt Strahm","PHI",5.21377,2.94309,0,3.23226,61.0673,0.467768,4.50109,15.7699,4.58726,63.9867,256.836,50.9589,24.9785,22.9802,7.3552,16.2264,1.24135,3.59538,76.5344,10.7649,2.28231,4.71667,1.03454,0.297989,0.063178,0.2348114177584648,0.215004,1.04999,0.28476,0.741928,,,3.19796,1.01233,0.899866,478.4200134277344,2.10751,0.750314,0.959786,2.10751,-0.750314,3.72028,437.9,6.8421875,412,6.4375,,,,,,,,,,,,,,,,,,,"Matt Strahm","13799",621381
"Jhoan Duran","MIN",5.04756,3.87638,0,2.83237,60.0809,0,28.0622,3.86487,3.59517,62.4025,255.889,51.0657,21.3462,19.6385,4.72439,19.4186,2.12971,3.81338,76.1531,10.9832,2.80065,3.92166,0.681374,0.297602,0.0758868,0.22171509265899658,0.219489,1.12951,0.30532,0.769343,,,2.82686,1.00656,1.13707,65.9000015258789,2.48285,0.189885,1.85452,2.48285,-0.189885,2.5273,503.69999999999993,8.124193548387096,484,7.806451612903226,,,,,,,,,,,,,,,,,,,"Jhoan Duran","21029",661395
"Quinn Mathews","STL",5.05187,5.18076,7.49757,4.04472,23.4058,15.5474,0,0.421005,0,90.4622,385.346,82.8029,44.1901,40.6549,11.0113,34.8109,0,4.4874,85.2715,8.48358,3.46331,2.44956,1.09551,0.221285,0.0903368,0.13094855099916458,0.239282,1.30014,0.287436,0.718446,,,4.16689,1.00289,1.12333,389.19000244140625,2.80786,-1.87359,0.161,2.80786,1.87359,4.78533,367.90000000000003,4.087777777777778,360,4,,,,,,,,,,,,,,,,,,,"Quinn Mathews","sa3023407",687273
"Javier Assad","CHC",6.61324,5.78102,6.32058,4.23359,32.7298,21.7308,0,0.469474,0,126.748,546.33,123.116,64.8064,59.6219,16.4815,49.1666,1.2007,5.21234,105.27,7.47495,3.49119,2.14109,1.17031,0.192686,0.0899944,0.10269181430339813,0.25026,1.35925,0.288045,0.720308,,,4.48292,0.993849,1.27217,624.1699829101562,2.33479,0.091096,0.848075,2.33479,-0.091096,3.86923,471.2000000000002,3.7102362204724426,475,3.7401574803149606,,,,,,,,,,,,,,,,,,,"Javier Assad","21741",665871
"Lance Lynn",,6.68343,7.16664,7.25208,4.53606,20.4097,19.6331,0,0.176175,0,107.257,458.514,104.801,58.7589,54.0582,17.4576,36.8221,0.609608,4.773,101.119,8.485,3.08976,2.74616,1.46488,0.220537,0.0803075,0.1402299851179123,0.25137,1.32041,0.292763,0.707138,,,4.56029,0.976087,0.744901,600.27001953125,2.64462,-1.35353,0.692983,2.64462,1.35353,4.07602,385.70000000000005,3.604672897196262,390,3.6448598130841123,,,,,,,,,,,,,,,,,,,"Lance Lynn","2520",458681
"Bubba Chandler","PIT",5.52383,6.20316,5.33666,4.42716,17.4515,17.4375,0,0,0,91.784,394.893,86.6588,49.0752,45.1492,11.5162,36.5735,0,4.56865,84.8867,8.32367,3.58626,2.32099,1.12924,0.214962,0.0926163,0.1223452165722847,0.244972,1.34263,0.291989,0.692348,,,4.29264,0.973575,0.968374,296.6000061035156,4.2231,1.90169,0.374786,4.2231,-1.90169,4.50029,351.00000000000006,3.8152173913043486,348,3.782608695652174,,,,,,,,,,,,,,,,,,,"Bubba Chandler","sa3017428",696149
"Joey Cantillo","CLE",4.79438,5.52636,4.40643,4.0379,28.625,13.1436,0,0.648922,0,83.7128,357.782,73.1473,40.8241,37.5582,9.78245,38.0858,0.832446,2.94527,88.712,9.53747,4.09462,2.32927,1.05172,0.247949,0.106449,0.14149997383356094,0.23093,1.32875,0.290322,0.721865,,,4.03661,0.970056,0.862289,444.6300048828125,2.07617,-0.195618,0.247814,2.07617,0.195618,4.66958,367.8,4.378571428571429,349,4.154761904761905,,,,,,,,,,,,,,,,,,,"Joey Cantillo","23335",676282
"Frankie Montas","NYM",5.6519,5.75731,6.09009,4.35583,17.8829,17.1712,0,0,0,89.9123,384.962,84.9548,47.2999,43.5159,12.336,34.601,0.701616,3.48523,85.4845,8.55679,3.46348,2.47058,1.2348,0.22206,0.0898817,0.13217800110578537,0.244914,1.32969,0.291578,0.706414,,,4.31935,0.963656,0.877981,403.55999755859375,3.29085,0.0498595,0.297988,3.29085,-0.0498595,4.60268,353.4,3.9266666666666663,350,3.888888888888889,,,,,,,,,,,,,,,,,,,"Frankie Montas","14309",593423
"Orion Kerkering","PHI",4.22966,2.79835,0,3.01715,58.1714,0.171937,6.07924,14.421,2.07629,60.7789,249.278,50.5442,22.1472,20.3755,4.67223,18.0077,0.632315,3.85921,69.7565,10.3294,2.66654,3.8737,0.691852,0.279834,0.0722395,0.20759491622447968,0.222259,1.12789,0.299852,0.748332,,,2.94974,0.961069,1.04881,305,2.72996,0.00748964,1.02358,2.72996,-0.00748964,3.63522,417.30000000000007,6.840983606557378,400,6.557377049180328,,,,,,,,,,,,,,,,,,,"Orion Kerkering","31776",689147
"Zebby Matthews","MIN",4.04737,4.63419,3.75807,4.24079,27.7935,12.3738,0,0.781029,0,78.0978,324.223,78.1472,39.9995,36.7996,12.164,15.8781,0.745393,2.93348,74.2779,8.55979,1.82979,4.67801,1.40178,0.229095,0.0489727,0.18012210726737976,0.255875,1.20394,0.301335,0.701672,,,4.01171,0.961008,0.61232,416.1300048828125,3.50322,-2.22643,0.461321,3.50322,2.22643,4.38491,321.8,4.125641025641026,329,4.217948717948718,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Hayden Birdsong","SFG",6.89136,6.72469,5.22542,4.18912,31.3599,18.3997,0,0.941827,0,103.286,443.814,88.6868,52.2557,48.0752,12.9703,49.0091,0.99384,5.55618,113.142,9.8588,4.27049,2.30859,1.13019,0.254931,0.110427,0.14450344443321228,0.227841,1.33315,0.287746,0.714756,,,4.19301,0.952973,1.06878,411.0199890136719,2.47242,-0.611998,0.578143,2.47242,0.611998,4.22914,435.9000000000001,4.2320388349514575,411,3.9902912621359223,,,,,,,,,,,,,,,,,,,"Hayden Birdsong","31635",806185
"Griffin Jax","MIN",5.07962,4.36715,0.199577,3.15636,61.5468,0.272926,6.96684,16.6267,4.96612,65.3616,263.974,53.4463,24.916,22.9227,6.1696,17.4792,1.41632,2.8459,76.5153,10.5358,2.40681,4.37751,0.849527,0.28986,0.0662156,0.22364404797554016,0.219358,1.08512,0.29371,0.738657,,,2.98517,0.934811,0.873642,294.80999755859375,1.62449,-0.499008,0.947052,1.62449,0.499008,3.73726,466.40000000000003,7.1753846153846155,444,6.8307692307692305,,,,,,,,,,,,,,,,,,,"Griffin Jax","20253",643377
"Yariel Rodríguez","TOR",3.74352,5.6813,3.92204,4.16881,38.3197,13.3461,0,0.643417,0,89.4118,382.194,76.7461,45.017,41.4157,11.1638,40.6133,1.03622,4.64613,92.9402,9.35516,4.08805,2.28842,1.12373,0.243175,0.106264,0.13691174983978271,0.227777,1.31257,0.281674,0.711121,,,4.22929,0.927589,0.674062,534.1699829101562,3.89396,-1.01492,0.244122,3.89396,1.01492,4.6745,375.09999999999997,4.214606741573033,354,3.9775280898876404,,,,,,,,,,,,,,,,,,,"Yariel Rodriguez","33838",684320
"Davis Martin","CHW",4.33103,7.91771,7.20515,4.55366,23.3335,23.102,0,0,0.140794,120.125,518.691,118.177,66.0639,60.7787,17.6875,44.2085,1.53887,6.7413,105.83,7.92901,3.31218,2.39389,1.32518,0.204033,0.0852308,0.11880259960889816,0.252655,1.35181,0.291932,0.699896,,,4.59105,0.919072,0.851633,659.0399780273438,2.88831,0.133306,0.822183,2.88831,-0.133306,3.90376,418.8,3.49,425,3.5416666666666665,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Chase Dollander","COL",3.58943,5.06229,5.73138,4.89857,16.9031,16.0339,0,0.158427,0,86.16,378.379,86.3093,50.9736,46.8957,11.8089,35.7468,0,5.59681,81.5861,8.52222,3.734,2.28233,1.23352,0.21562,0.0944736,0.12114667892456055,0.256084,1.41662,0.305781,0.673617,,,4.49394,0.914643,0.861672,999,4.1627,1.08492,0.656987,4.1627,-1.08492,4.12402,303.19999999999993,3.5255813953488366,312,3.627906976744186,,,,,,,,,,,,,,,,,,,"Chase Dollander","sa3023361",801403
"Osvaldo Bido","ATH",5.53233,6.77629,5.92757,4.44245,32.0114,15.2727,0,1.1674,0,101.241,435.094,91.7903,54.3186,49.9731,13.3659,40.8192,2.0466,7.87271,94.2335,8.37706,3.6287,2.30856,1.18818,0.216582,0.0938171,0.12276504933834076,0.237551,1.30984,0.28129,0.687381,,,4.46403,0.908401,0.68174,439.4200134277344,1.52041,-1.01003,0.422641,1.52041,1.01003,4.43648,393.3000000000001,3.8940594059405953,381,3.772277227722772,,,,,,,,,,,,,,,,,,,"Osvaldo Bido","23150",674370
"Paul Blackburn","NYM",5.83396,5.47159,5.95046,4.42524,34.8276,15.2414,0,0.62171,0,103.73,443.829,104.668,55.4382,51.0031,13.9418,33.1644,0.884688,4.14417,87.4761,7.58979,2.87748,2.63765,1.20965,0.197094,0.0747233,0.12237054854631424,0.257473,1.32877,0.297362,0.696404,,,4.30615,0.905642,0.736313,643.8300170898438,3.08038,0.0202973,0.475467,3.08038,-0.0202973,4.36604,391.4000000000001,3.7634615384615393,405,3.894230769230769,,,,,,,,,,,,,,,,,,,"Paul Blackburn","14739",621112
"Félix Bautista","BAL",3.91658,2.50489,0,2.69543,51.8619,0,27.0359,2.28801,4.19915,55.2959,223.812,37.7451,18.0008,16.5607,5.20503,22.837,1.02452,2.31864,79.9423,13.0115,3.71696,3.50056,0.847173,0.357185,0.102037,0.25514867901802063,0.190002,1.0956,0.286674,0.798973,,,2.86352,0.904699,1.03874,63.16999816894531,2.68179,0.512123,1.86251,2.68179,-0.512123,2.51665,474.7,8.63090909090909,438,7.963636363636364,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"Dustin May","LAD",4.85956,3.46234,4.10304,3.62631,36.7803,7.45212,0,2.8462,0,71.6683,298.741,61.4185,31.3879,28.8769,7.13615,24.6903,0.584605,4.07742,69.9662,8.78625,3.10057,2.83375,0.896147,0.234204,0.0826479,0.15155567973852158,0.227498,1.20149,0.281444,0.718894,,,3.71262,0.904542,1.06268,424.8999938964844,3.67882,-0.0608397,0.633112,3.67882,0.0608397,4.15585,353.1,4.904166666666667,334,4.638888888888889,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Tylor Megill","NYM",5.04817,4.40553,3.49431,4.02751,37.6581,8.72115,0,0.864574,0,78.9578,335.555,72.6338,38.4062,35.3337,9.48351,29.8298,0.692051,3.32388,82.1702,9.36618,3.40015,2.75464,1.08098,0.244879,0.088897,0.15598198026418686,0.24019,1.2977,0.29965,0.718239,,,3.90619,0.898649,0.804433,426.7099914550781,3.75899,-0.2914,0.1881,3.75899,0.2914,4.7492,353.09999999999997,4.469620253164557,347,4.3924050632911396,,,,,,,,,,,,,,,,,,,"Tylor Megill","21318",656731
"Michael Lorenzen","KCR",7.82092,8.24207,8.58586,4.44721,39.1477,21.8079,0.00118662,0.288619,0,137.294,594.742,131.857,73.7409,67.8416,17.7021,57.7687,0.763944,5.59216,106.752,6.9979,3.78691,1.84792,1.16042,0.179493,0.0971324,0.0823604017496109,0.248139,1.38117,0.280528,0.703002,,,4.67206,0.886659,0.919153,538,5.62901,0.944172,1.27217,5.62901,-0.944172,3.30378,471.2000000000002,3.439416058394162,473,3.4525547445255476,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Luis L. Ortiz","CLE",8.11816,7.93633,8.25029,4.33891,32.9088,23.624,0.0487317,0.372994,0.633074,147.365,631.372,141.452,77.2224,71.0446,20.2859,54.1803,1.5422,6.90872,121.541,7.42288,3.30895,2.24327,1.23892,0.192503,0.0858136,0.10668940097093582,0.248038,1.32754,0.282797,0.708057,,,4.55013,0.885611,1.15298,368.1700134277344,5.13733,0.0741696,1.12772,5.13733,-0.0741696,3.49637,536.1999999999999,3.647619047619047,536,3.6462585034013606,,,,,,,,,,,,,,,,,,,"Luis L. Ortiz","27646",682847
"Mitch Spence","ATH",6.03647,7.37869,6.77992,4.50747,27.6012,20.1518,0,0.365584,0,122.054,523.597,126.188,66.4439,61.1284,17.613,36.9166,0.951761,5.31466,96.9862,7.15154,2.72215,2.62717,1.29874,0.18523,0.0705057,0.11472465842962265,0.262146,1.33633,0.296034,0.698182,,,4.49122,0.88466,0.882849,574.27001953125,3.17366,-0.830521,0.786291,3.17366,0.830521,3.95161,421.8000000000002,3.4573770491803293,444,3.639344262295082,,,,,,,,,,,,,,,,,,,"Mitch Spence","27707",687765
"Jeff Hoffman","TOR",3.3981,2.41382,0,3.08476,60.4645,0,25.2877,5.27924,2.9111,62.0191,252.783,48.1553,23.1056,21.2571,6.7231,21.1675,1.37375,3.04263,76.8371,11.1503,3.07175,3.62996,0.975633,0.303965,0.0837379,0.2202269434928894,0.210678,1.11777,0.285715,0.771438,,,3.26897,0.859701,0.907042,102.95999908447266,1.82293,-1.381,1.7889,1.82293,1.381,2.6148,474.8999999999999,7.659677419354837,446,7.193548387096774,,,,,,,,,,,,,,,,,,,"Jeff Hoffman","17432",656546
"Aaron Bummer","ATL",4.61245,2.79235,0,3.47753,60.3102,0,0.984053,12.3072,3.5459,62.0332,264.874,56.1608,26.0534,23.9691,3.51937,25.1124,1.52848,3.08413,71.2611,10.3388,3.6434,2.83768,0.510602,0.269038,0.094809,0.17422883957624435,0.237288,1.31016,0.325154,0.723283,,,2.97012,0.858697,0.702928,741.5399780273438,4.17868,-0.985488,0.639849,4.17868,0.985488,4.14687,374.9999999999999,6.048387096774191,369,5.951612903225806,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Ben Brown","CHC",2.74024,2.38464,1.56936,3.58043,25.4606,4.51007,0,2.05005,0,48.4508,200.543,39.6496,20.951,19.2749,4.92246,17.9747,0.676181,1.92718,56.1811,10.4359,3.33891,3.12556,0.914373,0.280144,0.0896302,0.19051412492990494,0.219493,1.18934,0.290512,0.72287,,,3.40044,0.857497,0.681555,421.1499938964844,1.89515,1.10042,0.897269,1.89515,-1.10042,3.80364,249.70000000000005,5.202083333333334,235,4.895833333333333,,,,,,,,,,,,,,,,,,,"Ben Brown","23590",676962
"Jordan Montgomery","ARI",6.5144,5.8165,6.67916,4.29502,31.6283,15.5734,0.143769,0.845149,0,105.127,449.566,108.647,54.5318,50.1693,12.6834,31.9503,1.01211,3.04883,82.9725,7.10333,2.73528,2.59693,1.08584,0.184561,0.0710691,0.11349216103553772,0.262074,1.33741,0.300911,0.700629,,,4.15516,0.854959,0.968637,447.05999755859375,2.37278,-1.0185,0.509731,2.37278,1.0185,4.32036,398.70000000000005,3.7971428571428576,421,4.0095238095238095,,,,,,,,,,,,,,,,,,,"Jordan Montgomery","16511",656756
"Alec Marsh","KCR",5.73152,6.95268,5.04968,4.62054,25.5126,16.76,0,0.268785,0,95.5299,412.117,93.0125,53.3091,49.0444,13.9304,34.7387,0.901315,6.37364,92.1907,8.68541,3.27278,2.65383,1.3124,0.2237,0.0842933,0.13940714299678802,0.250705,1.33729,0.298554,0.687695,,,4.42316,0.845549,0.565971,620.0800170898438,2.45285,-1.25972,0.564788,2.45285,1.25972,4.24695,357.40000000000003,3.722916666666667,359,3.7395833333333335,,,,,,,,,,,,,,,,,,,"Alec Marsh","27451",679525
"Tanner Scott","LAD",5.2814,3.61281,0,2.95754,63.0641,0,21.2945,6.41518,3.87433,65.6381,274.819,49.8268,23.4453,21.5697,4.93868,30.7995,1.96188,3.06575,80.3298,11.0145,4.22309,2.60815,0.67717,0.292301,0.112072,0.18022921681404114,0.20679,1.22835,0.288327,0.775733,,,3.24477,0.82686,1.18587,117.62999725341797,2.66142,0.28861,1.46083,2.66142,-0.28861,3.05223,483.9000000000001,7.331818181818183,452,6.848484848484849,,,,,,,,,,,,,,,,,,,"Tanner Scott","17586",656945
"Clayton Kershaw","LAD",4.08587,2.50491,3.89795,3.74406,10.5188,10.2703,0,0,0,53.9188,224.475,50.6382,24.3811,22.4306,6.97423,15.1846,0.618435,1.91476,50.0108,8.34768,2.53457,3.29353,1.16412,0.22279,0.0676446,0.15514511615037918,0.244186,1.22078,0.290337,0.739253,,,3.94434,0.814375,0.960193,515.1300048828125,3.85788,0.407545,0.759386,3.85788,-0.407545,3.98749,229.9,4.257407407407407,228,4.222222222222222,,,,,,,,,,,,,,,,,,,"Clayton Kershaw","2036",477132
"Jonathan Cannon","CHW",6.47905,10.5472,8.99902,4.79072,28.7462,26.2446,0.0551579,0.302346,0,151.972,657.04,156.227,87.9292,80.8949,22.6827,52.2231,1.00521,6.35189,112.232,6.64657,3.09273,2.1491,1.3433,0.170815,0.0794823,0.09133277088403702,0.261046,1.37164,0.28809,0.682087,,,4.78609,0.81014,0.614683,690.0399780273438,3.17105,-1.17133,1.62742,3.17105,1.17133,2.8301,486.29999999999995,3.1993421052631574,511,3.361842105263158,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Chris Martin","TEX",3.51908,1.73881,0,3.25048,54.186,0,14.1465,8.89971,4.06915,56.5648,229.314,53.2553,22.2057,20.4292,5.88138,9.20472,1.16741,2.38602,58.4836,9.30529,1.46456,6.35365,0.935783,0.255037,0.0401402,0.21489664539694786,0.244601,1.10422,0.30891,0.742343,,,3.06506,0.808546,0.77301,322.9599914550781,2.91381,0.0705474,1.31973,2.91381,-0.0705474,3.24036,399.2,7.003508771929824,396,6.947368421052632,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Robert Garcia","TEX",4.13165,3.54276,0,3.36264,61.4246,0,8.5908,14.2418,3.36031,62.6851,259.229,53.1907,25.4574,23.4208,6.04628,21.375,1.60535,2.24979,69.798,10.0212,3.06891,3.26541,0.868094,0.269252,0.082456,0.18679644912481308,0.225763,1.18953,0.295095,0.742929,,,3.32409,0.804938,0.782004,533.0399780273438,3.05361,-1.73426,0.907623,3.05361,1.73426,3.78984,426.6000000000001,6.771428571428573,409,6.492063492063492,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
"Aaron Ashby","MIL",4.42015,5.57053,3.99971,4.12905,31.8947,10.8964,0.516001,4.28874,0.924509,84.7245,370.799,79.1969,42.2502,38.8702,8.35452,41.2354,0.878096,3.81873,83.3066,8.84938,4.3803,2.02027,0.887473,0.224668,0.111207,0.11346086859703064,0.243125,1.42146,0.302636,0.719009,,,4.07717,0.803245,0.891044,437.25,2.73261,-0.608918,0.581148,2.73261,0.608918,4.22514,377.20000000000005,4.43764705882353,373,4.3882352941176475,,,,,,,,,,,,,,,,,,,"Aaron Ashby","23550",676879
"Andrew Painter","PHI",3.2778,2.68231,3.70104,4.23349,15.2019,11.0938,0,0.369078,0,61.8706,261.17,56.6986,31.6339,29.1032,8.2686,21.9636,0.442929,2.6437,60.9903,8.87195,3.19493,2.77688,1.20279,0.233527,0.0840969,0.14943033456802368,0.239677,1.2714,0.289473,0.701013,,,4.12547,0.798834,0.64684,999,3.90058,0.924837,0.472047,3.90058,-0.924837,4.3706,259.2,4.180645161290323,253,4.080645161290323,,,,,,,,,,,,,,,,,,,"Andrew Painter","sa3017880",691725
"Marcus Stroman","NYY",6.10604,6.72691,5.913,4.42654,31.0631,17.3594,0.118052,1.9531,0.0699541,110.079,476.198,111.171,58.8491,54.1412,13.4577,40.2861,0.507189,4.54059,85.7645,7.01204,3.29376,2.12888,1.10029,0.180102,0.0845995,0.09550288319587708,0.257715,1.37589,0.294185,0.698315,,,4.41922,0.790037,0.771723,568.6300048828125,2.33644,-0.425624,0.730478,2.33644,0.425624,4.02603,410.5,3.731818181818182,426,3.8727272727272726,,,,,,,,,,,,,,,,,,,"Marcus Stroman","13431",573186
"Josh Hader","HOU",4.68097,4.13601,0,3.21518,61.1222,0,33.1101,0.829365,4.16322,62.5168,253.338,44.0587,24.2757,22.3336,7.79512,24.6997,0.757597,2.6554,87.4357,12.5874,3.55579,3.53996,1.1222,0.345135,0.0974969,0.24763808399438858,0.194965,1.09984,0.277347,0.768995,,,3.30293,0.786992,0.849239,39.599998474121094,1.44292,1.4066,2.09274,1.44292,-1.4066,2.20968,512.4000000000001,8.133333333333335,470,7.4603174603174605,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Keegan Akin","BAL",3.51335,2.3324,0,3.49281,59.5457,0.434775,0.644183,11.2759,1.31729,66.9322,273.015,57.4988,28.2345,25.9757,8.11337,18.6679,1.61705,2.07572,74.4961,10.0171,2.51017,3.9906,1.09096,0.272864,0.0683768,0.20448759943246841,0.227924,1.13797,0.291081,0.739603,,,3.44605,0.785352,0.606263,697.1500244140625,2.7872,-1.24508,0.864955,2.7872,1.24508,3.84673,383.2,5.719402985074627,365,5.447761194029851,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
