Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",11.9153,6.55716,15.2029,2.79472,29.2247,29.2247,0,0,0,173.366,693.62,134.71,58.5156,53.8344,14.2968,47.4072,1.0535,7.00703,215.039,11.1634,2.46106,4.53599,0.742192,0.310024,0.0683476,0.2416761964559555,0.210746,1.05048,0.293784,0.762494,,,2.6994,5.24581,5.3891,11.3100004196167,6.18675,-1.04583,1.65011,6.18675,1.04583,2.79986,1025,5.92485549132948,951,5.497109826589595,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",14.0085,7.10139,15.7099,2.87714,29.4762,29.4762,0,0,0,183.92,726.944,145.869,63.9084,58.7957,17.3339,38.9093,0.765832,6.96025,212.956,10.4209,1.904,5.47314,0.848226,0.292947,0.0535245,0.23942235857248306,0.214174,1.00467,0.285136,0.753033,,,2.82414,5.2006,5.16418,13.920000076293945,3.19518,-0.754054,1.78872,3.19518,0.754054,2.61505,1060.9,5.765760869565218,987,5.364130434782608,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Zack Wheeler","PHI",13.9946,8.04222,17.923,3.28133,30.0617,30.0617,0,0,0,192.092,773.561,158.178,76.1255,70.0355,21.0217,48.2887,1.0092,8.10545,205.197,9.61396,2.26244,4.24937,0.984915,0.265262,0.0624239,0.20283832773566246,0.220559,1.07483,0.279369,0.736239,,,3.33344,4.55793,4.61046,21.020000457763672,2.62441,0.801089,1.29613,2.62441,-0.801089,3.27182,993.7000000000003,5.1755208333333345,929,4.838541666666667,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Logan Webb","SFG",12.6931,9.87991,16.5512,3.41374,30.3674,30.3674,0,0,0,196.302,808.398,186.646,80.9328,74.4581,15.0677,44.6337,1.3857,5.88007,167.705,7.68892,2.04636,3.75736,0.69082,0.207454,0.0552126,0.15224116668105125,0.246273,1.17819,0.29834,0.715308,,,3.22767,4.29801,4.20606,100.1500015258789,3.1239,-0.0977526,0.98243,3.1239,0.0977526,3.69009,962.7,4.911734693877551,968,4.938775510204081,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",11.1128,7.23386,11.911,3.20907,29.3746,29.3746,0,0,1.02273,152.771,615.255,121.006,59.2094,54.4726,15.8102,43.9612,2.05475,5.66287,198.854,11.7148,2.58982,4.52339,0.931403,0.323206,0.071452,0.2517535611987114,0.213932,1.07983,0.299732,0.740431,,,2.88303,4.19721,4.03314,24.8799991607666,6.6516,-1.22751,1.12306,6.6516,1.22751,3.50259,868.8000000000001,5.67843137254902,805,5.261437908496732,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Cole Ragans","KCR",11.4351,8.68036,14.725,3.46,29.7546,29.7546,0,0,0,178.457,739.27,147.475,74.5725,68.6067,18.1758,65.5647,2.73298,5.91672,204.678,10.3224,3.30659,3.12177,0.916651,0.276865,0.0886884,0.18817615509033203,0.220841,1.19379,0.290602,0.738123,,,3.39833,3.72785,3.65379,49.02000045776367,2.00255,0.988979,1.10428,2.00255,-0.988979,3.52762,907.5999999999999,5.098876404494382,850,4.775280898876405,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"George Kirby","SEA",12.5321,9.32411,15.1359,3.49848,30.0695,30.0695,0,0,0,180.713,726.008,168.751,76.3554,70.247,21.9708,24.7747,0.856807,6.60578,169.394,8.43628,1.23384,6.83741,1.0942,0.233323,0.0341245,0.19919868186116219,0.242938,1.0709,0.291658,0.719867,,,3.39321,3.65431,3.10299,45.599998474121094,1.831,0.983537,1.16124,1.831,-0.983537,3.45167,871.4000000000002,4.814364640883979,861,4.7569060773480665,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Chris Sale","ATL",11.7488,6.27872,12.7145,3.14146,25.7888,25.7888,0,0,0,154.434,624.988,127.513,58.5927,53.9053,15.6345,39.891,0.752019,8.2996,184.641,10.7604,2.32474,4.62863,0.911139,0.29543,0.0638268,0.23160365968942642,0.22107,1.08398,0.297135,0.747763,,,3.02752,3.60789,3.95493,37.22999954223633,4.24635,0.284907,1.12037,4.24635,-0.284907,3.50617,836.0000000000002,5.42857142857143,788,5.116883116883117,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Framber Valdez","HOU",13.7088,8.36628,15.8894,3.32716,28.6865,28.6865,0,0,0,185.534,767.902,161.232,74.5531,68.5889,16.0963,57.628,0.858204,8.68989,181.579,8.80818,2.79546,3.15088,0.780813,0.236461,0.075046,0.16141532361507416,0.229811,1.17962,0.288019,0.73504,,,3.40928,3.58246,3.97905,61.290000915527344,5.49415,-0.628063,1.15189,5.49415,0.628063,3.46415,924.0000000000001,4.967741935483872,885,4.758064516129032,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Dylan Cease","SDP",12.4341,9.20124,14.2607,3.50538,30.665,30.665,0,0,0,182.059,748.687,145.166,77.0758,70.9098,20.5004,67.6873,1.46502,6.04119,213.918,10.5749,3.34608,3.16038,1.01343,0.285724,0.090408,0.1953158751130104,0.215074,1.16914,0.282983,0.737309,,,3.49525,3.54234,3.70062,47.060001373291016,2.24114,-0.654399,1.14528,2.24114,0.654399,3.47296,917.5,5.041208791208791,843,4.631868131868132,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Gilbert","SEA",11.8757,8.90589,16.1965,3.38958,30.7375,30.7375,0,0,0,194.103,773.496,161.23,79.4598,73.103,24.7328,39.4889,1.77585,5.34488,199.609,9.25531,1.83099,5.05482,1.14679,0.258061,0.0510525,0.20700866356492043,0.221268,1.03408,0.270655,0.730067,,,3.45915,3.51758,3.61247,25.979999542236328,2.48083,1.23347,1.46496,2.48083,-1.23347,3.04672,977.5000000000001,5.038659793814434,913,4.706185567010309,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Pablo López","MIN",12.5291,9.40123,15.3589,3.74929,30.3198,30.3198,0,0,0,185.867,764.05,169.676,84.163,77.43,23.2947,45.4387,1.18627,8.06271,195.861,9.48393,2.20022,4.31045,1.12797,0.256346,0.0594708,0.19687509164214134,0.238795,1.15736,0.29789,0.717534,,,3.55177,3.46244,3.05164,67.04000091552734,2.30546,-0.599639,1.10775,2.30546,0.599639,3.523,884.5,4.755376344086022,864,4.645161290322581,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Sonny Gray","STL",10.9936,8.06474,12.8409,3.54223,27.2614,27.2614,0,0,0,164.513,674.419,144.342,70.3796,64.7492,17.5236,46.0253,0.738477,5.79395,175.877,9.62168,2.5179,3.82131,0.958665,0.260783,0.0682443,0.19253820180892944,0.231838,1.15716,0.295477,0.723541,,,3.35802,3.41494,3.33544,110.5999984741211,4.03213,-1.3869,0.808828,4.03213,1.3869,3.92156,821.1999999999999,4.976969696969697,787,4.7696969696969695,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Corbin Burnes","ARI",12.457,8.72172,16.093,3.54585,29.9596,29.9596,0,0,0,187.222,769.732,164.753,80.1764,73.7623,20.3055,53.5199,0.660265,6.6433,184.325,8.86073,2.57277,3.44404,0.976109,0.239466,0.0695305,0.16993558406829834,0.232188,1.16585,0.28607,0.727417,,,3.57141,3.32538,3.9123,37.97999954223633,4.62211,0.0437247,0.956067,4.62211,-0.0437247,3.72524,893.8,4.779679144385026,860,4.598930481283422,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Yoshinobu Yamamoto","LAD",11.5567,6.29669,11.6474,3.42764,25.6901,25.6901,0,0,0,153.241,620.813,130.979,63.4365,58.3616,16.1455,39.3021,0.922956,4.60155,162.045,9.51706,2.30826,4.12305,0.948242,0.26102,0.0633074,0.19771236181259155,0.227036,1.1112,0.288006,0.7235,,,3.28076,3.31211,3.30315,58.150001525878906,4.79851,-0.500227,0.874772,4.79851,0.500227,3.83364,786.8000000000001,5.142483660130719,749,4.895424836601308,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Justin Steele","CHC",10.6175,7.40054,13.5014,3.4654,28.8424,28.8424,0,0,0,168.145,693.245,151.604,70.3731,64.7433,16.6883,46.2896,0.931272,6.04982,163.026,8.72603,2.47766,3.52188,0.893247,0.235164,0.0667724,0.16839175671339035,0.236546,1.17692,0.292537,0.730651,,,3.45144,3.28721,3.5345,120.83000183105469,1.98828,1.10058,0.765626,1.98828,-1.10058,3.97917,808.9000000000001,4.814880952380953,789,4.696428571428571,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Jacob deGrom","TEX",6.81009,4.22586,9.45075,3.05012,20.2764,20.2764,0,0,0,110.458,435.792,86.2733,40.6897,37.4345,12.7434,24.6701,0.460133,3.99957,138.166,11.2576,2.0101,5.60053,1.03832,0.317045,0.0566099,0.26043539494276047,0.21191,1.0044,0.286987,0.754584,,,2.94325,3.28129,2.80383,44.83000183105469,9.58953,-0.37745,1.30586,9.58953,0.37745,3.25886,619.5,5.631818181818182,570,5.181818181818182,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Blake Snell","LAD",11.0986,5.92204,13.2745,3.33964,27.9084,27.9084,0,0,0,156.507,642.93,115.103,63.1253,58.0753,17.3049,68.3769,0.718912,4.01366,202.594,11.6502,3.93203,2.9629,0.995121,0.31511,0.106352,0.2087581530213356,0.201744,1.17234,0.278912,0.755744,,,3.40255,3.2386,3.57088,44.91999816894531,3.67019,0.940952,1.05024,3.67019,-0.940952,3.59967,843.7,5.373885350318472,754,4.802547770700637,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Michael King","SDP",12.0641,8.58131,12.2557,3.53185,30.1152,29.2702,0.0885221,0.390641,1.32626,169.759,705.216,145.017,72.4109,66.618,19.032,59.0001,2.93169,7.20066,186.369,9.88058,3.12797,3.15879,1.00901,0.264271,0.0836624,0.1806091144680977,0.226938,1.20181,0.290546,0.741977,,,3.59815,3.23531,3.43498,62.77000045776367,2.9025,0.0728111,1.02346,2.9025,-0.0728111,3.63539,821.3,4.831176470588235,777,4.570588235294117,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Joe Ryan","MIN",9.96721,8.45541,12.3215,3.82635,27.166,27.166,0,0,0,160.939,649.389,139.563,74.3733,68.4234,24.197,34.9434,0.645711,6.54917,176.478,9.86893,1.9541,5.05038,1.35314,0.27176,0.0538097,0.21794992312788963,0.229583,1.0843,0.283299,0.712029,,,3.70136,3.16851,2.50207,92.91999816894531,2.71804,-0.40596,1.12442,2.71804,0.40596,3.50078,758.2,4.709316770186335,719,4.46583850931677,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Cristopher Sánchez","PHI",10.1857,8.46025,13.4996,3.60248,28.8016,28.7262,0,0,0,169.128,703.494,161.317,73.5844,67.6977,16.3061,44.6747,2.79842,5.34056,145.884,7.76312,2.37733,3.26548,0.867718,0.207371,0.0635041,0.14386720955371857,0.246858,1.21796,0.295164,0.722892,,,3.58189,3.15446,3.263,172.89999389648438,3.76297,-1.05147,0.715767,3.76297,1.05147,4.04564,777.2000000000002,4.598816568047338,779,4.609467455621302,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tyler Glasnow","LAD",9.30834,5.64049,11.3721,3.4225,22.1133,22.1133,0,0,0,132.904,532.416,103.814,54.9355,50.5407,15.662,39.2833,0.5547,2.56648,164.323,11.1276,2.66018,4.18304,1.0606,0.308637,0.0737831,0.23485420644283295,0.211621,1.07669,0.283829,0.727584,,,3.17031,3.11453,2.84636,97.9000015258789,4.43562,-2.30351,0.90766,4.43562,2.30351,3.78979,719.0000000000001,5.406015037593986,659,4.954887218045113,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Max Fried","NYY",12.1421,8.27679,13.6369,3.40836,27.273,27.273,0,0,0,167.005,688.758,148.267,68.7456,63.2459,15.9516,48.3695,1.04879,6.13711,157.772,8.50243,2.60666,3.26181,0.859638,0.229068,0.0702271,0.15884049236774445,0.233767,1.17743,0.287312,0.733722,,,3.49788,3.1067,3.58207,98.9000015258789,4.51775,-1.30068,0.892086,4.51775,1.30068,3.81055,808.2,4.839520958083833,781,4.676646706586826,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Tanner Bibee","CLE",11.1613,8.63944,11.9338,3.67421,28.8616,28.8616,0,0,0,170.278,698.845,150.124,75.5602,69.5153,22.5161,45.4229,0.912327,7.03438,179.717,9.49887,2.40082,3.95652,1.19008,0.257163,0.0649972,0.19216548651456833,0.232251,1.1484,0.287306,0.731518,,,3.69883,3.10634,2.8262,88.05999755859375,4.03524,-2.62208,0.87145,4.03524,2.62208,3.83807,789.0999999999999,4.641764705882353,755,4.4411764705882355,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Aaron Nola","PHI",11.862,9.29046,14.7872,3.89021,30.0674,30.0674,0,0,0,187.488,769.826,173.754,88.0879,81.0409,26.8003,44.9647,0.931261,5.51729,185.287,8.89436,2.15844,4.12073,1.2865,0.240687,0.0584089,0.1822783462703228,0.241544,1.16657,0.289702,0.720927,,,3.85599,3.02664,2.95727,86.30999755859375,2.06056,-2.00522,1.11942,2.06056,2.00522,3.50744,816.2999999999998,4.365240641711229,801,4.283422459893048,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Spencer Schwellenbach","ATL",12.044,8.08746,12.4679,3.69094,28.0429,28.0429,0,0,0,164.435,672.932,150.452,73.2995,67.4355,19.2056,36.8,1.38546,7.10119,160.359,8.77688,2.01417,4.35757,1.05117,0.238298,0.054686,0.18361227959394455,0.239181,1.13876,0.292006,0.710586,,,3.53537,2.99332,3.0863,83.54000091552734,2.99107,1.57788,0.874899,2.99107,-1.57788,3.83347,777.9000000000001,4.74329268292683,761,4.640243902439025,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Hunter Brown","HOU",12.0397,9.49532,13.6154,3.75237,28.8657,28.8657,0,0,0,168.632,708.357,152.431,76.4213,70.3076,19.0416,58.721,1.49832,6.44097,179.54,9.58216,3.13398,3.0575,1.01626,0.25346,0.0828976,0.1705619916319847,0.23699,1.25214,0.300011,0.730271,,,3.66429,2.98319,2.73624,97.9800033569336,2.26054,-0.603465,1.21975,2.26054,0.603465,3.37367,786.7,4.655029585798816,763,4.514792899408284,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Sandy Alcantara","MIA",8.69844,9.14362,12.6369,3.72457,26.3121,26.3121,0,0,0,170.199,707.429,162.089,76.5599,70.4351,18.2021,43.5158,1.20961,6.54684,148.094,7.83112,2.30109,3.40322,0.962518,0.209341,0.0615125,0.1478283889591694,0.246573,1.20803,0.293007,0.716432,,,3.69896,2.95601,3.17802,163.4600067138672,3.3254,0.0796202,0.554168,3.3254,-0.0796202,4.26111,758.3999999999999,4.461176470588234,759,4.464705882352941,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Gerrit Cole","NYY",11.6173,8.23116,14.001,3.76363,28.4284,28.4284,0,0,0,173.544,710.402,151.316,78.8837,72.573,24.9795,47.7034,0.994037,6.36879,179.635,9.31586,2.4739,3.76566,1.29543,0.252864,0.0671499,0.18571395426988602,0.230548,1.14679,0.279681,0.73232,,,3.9022,2.88888,2.95295,59.75,4.30899,0.496423,0.957497,4.30899,-0.496423,3.72334,785.5000000000001,4.514367816091955,743,4.2701149425287355,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Kevin Gausman","TOR",11.8474,10.1774,14.751,3.88137,29.5894,29.5894,0,0,0,180.454,751.509,170.497,84.5906,77.8234,23.1622,51.7597,0.747219,4.13093,180.347,8.99466,2.58147,3.48431,1.15519,0.23998,0.0688744,0.17110562324523926,0.245101,1.23165,0.299394,0.725208,,,3.76544,2.86991,2.4957,171.0800018310547,3.542,-0.289001,1.19547,3.542,0.289001,3.40604,799.0999999999999,4.439444444444444,793,4.405555555555556,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Luis Castillo","SEA",12.0088,9.66049,14.4674,3.65006,29.8837,29.8837,0,0,0,181.783,744.589,158.293,80.1352,73.7244,23.4692,50.8412,1.50501,6.46665,182.657,9.04325,2.51712,3.59269,1.16195,0.245312,0.0682808,0.17703107744455338,0.230317,1.15046,0.280208,0.731796,,,3.781,2.85278,2.71131,95.4000015258789,2.63094,0.709598,0.933496,2.63094,-0.709598,3.75534,848.1000000000001,4.65989010989011,806,4.428571428571429,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Hunter Greene","CIN",8.93552,7.65913,11.1513,3.89533,25.3685,25.3685,0,0,0,151.279,629.148,122.955,71.1693,65.4758,21.8009,54.3381,0.628377,11.4533,177.796,10.5775,3.23272,3.27202,1.29699,0.282597,0.0863678,0.19622956961393356,0.218255,1.17196,0.278079,0.723053,,,3.99406,2.81076,2.82418,96,4.07381,0.15466,0.85856,4.07381,-0.15466,3.85525,688,4.556291390728477,630,4.172185430463577,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Seth Lugo","KCR",11.5361,9.53313,14.4332,3.93325,30.1924,29.8226,0.044473,0.201216,1.32976,182.73,763.5,176.869,86.8025,79.8583,21.6864,47.6502,1.55434,7.23535,160.832,7.92146,2.34691,3.37527,1.06812,0.210651,0.0624102,0.1482411026954651,0.249599,1.22869,0.294971,0.709302,,,3.85008,2.80105,2.68935,188.6699981689453,5.22694,0.503378,1.07739,5.22694,-0.503378,3.56348,780.3999999999999,4.26448087431694,786,4.295081967213115,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Freddy Peralta","MIL",10.6284,9.00174,12.2522,3.79283,29.4195,29.4195,0,0,0.397726,167.545,693.56,137.885,76.7478,70.608,23.1535,60.2383,0.742439,7.87951,191.611,10.2927,3.2358,3.18088,1.24373,0.276272,0.0868537,0.18941790610551834,0.22046,1.1825,0.279371,0.732464,,,3.8954,2.79059,2.85591,98.0999984741211,2.56716,-0.0730911,0.988588,2.56716,0.0730911,3.68188,781.5000000000002,4.651785714285715,721,4.291666666666667,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Zach Eflin","BAL",11.2719,8.88191,13.1634,3.84803,28.6117,28.6117,0,0,0,171.093,700.456,168.975,79.5132,73.1522,23.2717,28.4963,1.24479,5.10485,144.468,7.59945,1.49899,5.06971,1.22416,0.206248,0.0406825,0.16556566208600998,0.253392,1.15418,0.291924,0.715371,,,3.83512,2.77421,2.34193,189.9199981689453,2.05706,0.635169,0.838295,2.05706,-0.635169,3.88227,732.1,4.281286549707603,745,4.356725146198831,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Tanner Houck","BOS",10.0925,9.20613,11.9063,3.87147,33.3732,28.1954,0.0501945,0.296355,0.449856,170.811,720.081,160.827,79.866,73.4767,16.0479,50.6526,2.73729,11.5412,150.772,7.94414,2.66888,2.97658,0.845562,0.209382,0.070343,0.1390387937426567,0.24446,1.23809,0.294825,0.696322,,,3.71481,2.73538,2.96184,223.14999389648438,4.43864,1.50489,0.843443,4.43864,-1.50489,3.87541,763.0000000000001,4.461988304093568,760,4.444444444444445,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Shota Imanaga","CHC",11.5857,7.40015,13.0557,3.62862,27.8919,27.8919,0,0,0,171.152,694.453,154.396,75.0053,69.0049,26.2067,36.7971,1.04173,5.20902,170.584,8.97017,1.93498,4.63581,1.37808,0.245638,0.0529871,0.1926509328186512,0.236642,1.1171,0.28133,0.752007,,,3.89997,2.72331,3.18723,76.5999984741211,1.96803,3.59845,0.912692,1.96803,-3.59845,3.78308,761.2000000000002,4.451461988304095,733,4.286549707602339,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Reynaldo López","ATL",10.2043,6.89863,11.4616,3.56119,28.2714,28.2543,0.0187689,0.0742371,2.23835,156.127,645.773,135.437,67.1495,61.7775,17.8057,51.5639,2.36366,4.44125,166.08,9.57376,2.97241,3.22087,1.02641,0.257181,0.0798483,0.17733270674943924,0.229645,1.19775,0.289818,0.739491,,,3.59772,2.72324,3.19752,165.75,4.34802,0.250897,0.752853,4.34802,-0.250897,3.9962,746,4.782051282051282,710,4.551282051282051,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Zac Gallen","ARI",12.6109,8.25484,13.3295,3.77874,28.9086,28.9086,0,0,0,171.396,712.176,154.935,78.22,71.9624,19.2941,52.2312,0.766168,6.24727,171.728,9.01741,2.74265,3.28784,1.01313,0.241131,0.0733402,0.16779088228940964,0.237013,1.2087,0.293166,0.715753,,,3.64958,2.71973,3.05395,121.44000244140625,4.16662,0.141902,1.06489,4.16662,-0.141902,3.58015,798.7,4.670760233918129,778,4.549707602339181,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Yusei Kikuchi","LAA",9.65593,9.70001,11.7569,3.93765,30.1629,30.1629,0,0,0.114509,170.648,709.501,155.946,81.1537,74.6614,26.0821,51.3153,1.18842,5.22443,190.055,10.0235,2.70637,3.70367,1.37557,0.267871,0.0723259,0.19554521143436432,0.238829,1.21455,0.297291,0.738567,,,3.91994,2.68851,2.60345,159.5,3.91729,0.0830266,1.08701,3.91729,-0.0830266,3.55066,752.0000000000001,4.397660818713451,729,4.2631578947368425,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Ranger Suárez","PHI",10.2241,8.28071,11.0958,3.70675,32.1888,26.9542,0,0.290181,0,157.196,659.442,147.706,70.3726,64.7428,16.3203,49.1376,0.998223,5.15965,142.127,8.13727,2.8133,2.89243,0.934394,0.215526,0.0745138,0.14101236313581467,0.244083,1.25222,0.294126,0.726865,,,3.74411,2.68429,2.83603,263.30999755859375,2.44117,-0.737608,0.822632,2.44117,0.737608,3.90316,702.2,4.472611464968153,699,4.452229299363057,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Spencer Strider","ATL",8.71909,5.17732,9.29669,3.47197,19.4831,19.4793,0,0,0.0571495,111.394,453.507,87.3395,46.7099,42.9731,12.6742,38.0678,0.618384,3.94187,148.403,11.9901,3.07565,3.89838,1.024,0.327234,0.0839409,0.2432929277420044,0.212248,1.1258,0.29816,0.730957,,,3.11251,2.65276,2.35007,113.04000091552734,4.69558,-0.598165,0.6438,4.69558,0.598165,4.1416,605.3000000000002,5.4531531531531545,556,5.009009009009009,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Bailey Ober","MIN",10.5213,8.92295,12.846,3.94982,28.9585,28.9585,0,0,0,171.087,694.558,149.779,81.614,75.0849,26.4443,40.6435,0.71694,6.27166,176.305,9.2745,2.13804,4.33784,1.39109,0.253838,0.0585171,0.19532101601362228,0.231268,1.11301,0.277223,0.70931,,,3.93749,2.61651,2.29562,81.3499984741211,3.44648,0.324489,1.1557,3.44648,-0.324489,3.45907,766.6000000000001,4.483040935672515,728,4.257309941520468,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Roki Sasaki","LAD",9.00519,5.78738,10.5912,3.4603,22.6757,22.6757,0,0,0,131.214,536.423,106.235,54.8359,50.449,15.689,42.1438,1.08705,6.57091,153.271,10.5128,2.89065,3.63685,1.07611,0.285727,0.0785645,0.20716273039579391,0.217825,1.13081,0.284068,0.739972,,,3.49846,2.59278,2.70929,97.5,5.05897,-0.296813,0.68261,5.05897,0.296813,4.08985,656.0000000000001,5.007633587786261,606,4.625954198473282,,,,,,,,,,,,,,,,,,,"Roki Sasaki","sa3025686",808963
"Grayson Rodriguez","BAL",11.3873,7.56584,11.8524,3.71787,26.8874,26.8874,0,0,0,156.489,649.857,138.996,70.2662,64.6449,19.7381,49.8426,0.737099,5.73697,169.011,9.7202,2.86656,3.3909,1.13518,0.260075,0.0766978,0.1833767518401146,0.233891,1.20672,0.29408,0.735537,,,3.71165,2.5172,2.46027,102.7300033569336,2.21747,-0.602726,0.889548,2.21747,0.602726,3.81394,717.0000000000001,4.596153846153847,690,4.423076923076923,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Jared Jones","PIT",8.93838,9.85758,11.6826,3.93936,31.71,28.325,0,0.315673,0,161.162,673.35,143.378,76.6759,70.5419,20.8392,53.1041,1.44713,7.40466,166.908,9.32083,2.96556,3.14302,1.16375,0.247876,0.0788656,0.1690107360482216,0.233956,1.21915,0.288262,0.716085,,,3.90252,2.49641,2.53202,142.5800018310547,3.65785,-1.45932,0.841246,3.65785,1.45932,3.87834,715.3000000000002,4.442857142857144,686,4.260869565217392,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Jack Flaherty","DET",10.3047,8.81079,11.8544,3.83253,27.706,27.706,0,0,0,158.481,661.985,143.084,73.3556,67.4872,20.3959,50.0461,1.04215,7.67432,170.62,9.68933,2.84207,3.40925,1.15827,0.25774,0.0756001,0.18213941901922226,0.23679,1.21863,0.296886,0.727777,,,3.77898,2.45578,2.37494,136.52000427246094,3.54409,-1.45745,0.888768,3.54409,1.45745,3.81498,719.4000000000001,4.553164556962026,698,4.417721518987341,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"MacKenzie Gore","WSN",9.74606,10.2894,11.3607,3.88593,30.0024,30.0024,0,0,0,165.918,702.003,149.214,77.868,71.6386,20.2883,62.5221,0.839359,6.95784,177.156,9.60956,3.39142,2.83349,1.10051,0.252358,0.0890624,0.1632954701781273,0.235903,1.27615,0.296327,0.730193,,,3.87692,2.449,2.55606,204.2899932861328,5.1221,0.227369,1.18769,5.1221,-0.227369,3.41641,739.0000000000001,4.451807228915663,714,4.301204819277109,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Kodai Senga","NYM",10.6595,7.33517,10.9665,3.7204,28.9008,25.8129,0,0.292828,0,150.338,637.371,125.902,67.5504,62.1463,17.6991,65.9678,0.83774,8.02632,165.528,9.90938,3.94918,2.50923,1.05956,0.259705,0.1035,0.15620485693216324,0.223478,1.27626,0.284633,0.744022,,,3.97143,2.44453,2.52068,151.7100067138672,1.89452,-0.830811,1.09051,1.89452,0.830811,3.54598,671,4.473333333333334,626,4.173333333333333,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Erick Fedde","STL",9.79581,10.278,10.8784,4.08324,28.9476,28.9476,0,0,0,168.021,707.303,161.828,82.8588,76.2301,21.9489,51.375,0.934792,5.15852,146.658,7.85567,2.75188,2.85465,1.17568,0.207348,0.0726351,0.13471264392137527,0.248671,1.2689,0.290107,0.714314,,,4.12839,2.43647,2.14236,322.7900085449219,4.35202,0.917172,1.06737,4.35202,-0.917172,3.57684,677.3999999999999,4.032142857142857,680,4.0476190476190474,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
