ID,Player,Team,Position,RkOv,Status,Age,Opponent,Score,%D,ADP,Ros,IP,QS,SV,HLD,K,ERA,WHIP,GP
*02nax*,Matt Strahm,PHI,RP,273,FA,33,@WSH Thu 1:05PM,66.09,32%,416.6,51%,65,0,2,16,78,3.05,0.969,66
*04naz*,Tyler Holton,DET,"SP,RP",208,FA,28,@LAD Thu 4:10PM,70.79,38%,417.38,53%,87,0,2,18,74,3.31,1.057,64
*04ekf*,Calvin Faucher,MIA,RP,586,FA,29,PIT Thu 1:10PM,44.37,26%,419.95,37%,50,0,5,8,50,3.96,1.42,49
*02h9r*,Miles Mikolas,STL,SP,105,FA,36,MIN Thu 1:15PM,80.28,79%,420.33,49%,184,16,0,0,122,4.4,1.293,32
*05uy5*,AJ Smith-Shawver,ATL,SP,874,FA,22,@SD Thu 1:10PM,27.81,64%,421.19,72%,44,5,0,0,40,4.7,1.409,10
*03vcw*,Jordan Hicks,SF,"SP,RP",411,FA,28,@CIN Thu 1:10PM,55.43,65%,423.08,60%,101,5,0,0,99,4.19,1.366,35
*041e3*,Braxton Garrett,MIA,SP,184,FA,27,PIT Thu 1:10PM,72.62,49%,423.48,49%,123,14,0,0,115,3.88,1.195,24
*05xop*,Cade Povich,BAL,SP,1306,FA,24,@TOR Thu 12:07PM,10.69,66%,424.64,54%,20,2,0,0,18,4.5,1.35,4
*0512c*,Alec Marsh,KC,SP,284,FA,26,CLE Thu 1:10PM,65.38,67%,426.03,36%,118,11,0,0,115,4.81,1.356,24
*01seh*,Alex Cobb,DET,SP,317,FA,37,@LAD Thu 4:10PM,63.12,60%,429.29,37%,110,11,0,0,89,4.09,1.282,20
*06ala*,Osvaldo Bido,ATH,SP,731,FA,29,@SEA Thu 7:10PM,35.48,58%,430.98,44%,62,2,0,0,59,4.21,1.339,18
*04fq2*,Javier Assad,CHC,SP,121,FA,27,@ARI Thu 7:10PM,78.51,74%,431,56%,154,16,0,0,133,4.21,1.364,30
*060gd*,Quinn Mathews,STL,SP,1085,FA,24,MIN Thu 1:15PM,18.41,52%,432.32,76%,29,3,0,0,30,4.34,1.414,6
*02hg4*,Marcus Stroman,NYY,SP,356,FA,33,MIL Thu 12:05PM,59.86,75%,432.95,51%,108,10,0,0,81,4.17,1.37,20
*01fha*,Kyle Gibson,(N/A),SP,135,FA,37,,77.41,72%,433.61,36%,167,14,0,0,142,4.69,1.401,30
*05sr2*,Michael McGreevy,STL,SP,521,FA,24,MIN Thu 1:15PM,49.32,60%,433.76,62%,92,8,0,0,61,4.6,1.457,16
*01s94*,Lance Lynn,(N/A),SP,140,FA,37,,77.17,70%,437.05,37%,155,13,0,0,159,4.7,1.394,28
*04ehz*,Jeremiah Estrada,SD,RP,234,FA,26,ATL Thu 1:10PM,68.52,24%,439.08,52%,63,0,2,22,93,3.29,1.143,65
*04mlf*,Casey Mize,DET,SP,322,FA,27,@LAD Thu 4:10PM,62.67,63%,439.32,59%,111,12,0,0,82,4.05,1.378,22
*005ih*,Clayton Kershaw,LAD,SP,413,FA,36,DET Thu 4:10PM,55.28,54%,440.19,57%,85,9,0,0,82,4.02,1.235,16
*05a2d*,Max Meyer,MIA,SP,269,FA,25,PIT Thu 1:10PM,66.21,60%,442.98,74%,133,11,0,0,117,5.21,1.504,26
*06at1*,Yariel Rodriguez,TOR,SP,331,FA,27,BAL Thu 12:07PM,62.37,62%,444.05,51%,120,4,0,0,127,4.05,1.292,40
*05l9f*,Landon Knack,LAD,SP,832,FA,27,DET Thu 4:10PM,29.93,41%,448.16,39%,52,1,0,0,50,4.33,1.25,12
*04eek*,Griffin Canning,NYM,SP,537,FA,28,@HOU Thu 1:10PM,48.21,56%,460.06,36%,79,7,0,0,69,4.33,1.278,14
*04pmp*,Simeon Woods-Richardson,MIN,SP,235,FA,24,@STL Thu 1:15PM,68.35,60%,460.09,62%,124,12,0,0,109,4.28,1.306,24
*03dbe*,Austin Gomber,COL,SP,161,FA,31,,74.89,39%,464.8,24%,168,14,0,0,121,4.88,1.411,31
*03r06*,Ryan Feltner,COL,SP,169,FA,28,,74.27,63%,465.12,30%,160,13,0,0,134,4.89,1.481,30
*06fqx*,Seth Halvorsen,COL,RP,574,FA,25,,45.28,23%,465.92,45%,55,0,19,0,54,4.75,1.582,55
*05uc7*,Noah Schultz,CHW,SP,1278,FA,21,LAA Thu 1:10PM,11.4,35%,466.89,73%,18,2,0,0,17,3.5,1.222,4
*04ew7*,Aaron Ashby,MIL,"SP,RP",591,FA,26,@NYY Thu 12:05PM,44.04,39%,467.61,39%,76,1,0,0,81,3.79,1.303,37
*02hir*,Michael Lorenzen,KC,"SP,RP",191,FA,33,CLE Thu 1:10PM,71.83,58%,469.07,44%,133,12,0,0,96,4.4,1.391,24
*0512q*,Justin Slaten,BOS,"SP,RP",551,FA,27,@TEX Thu 1:05PM,47.12,24%,472.13,39%,57,0,2,15,61,3.95,1.263,46
*02xid*,Albert Suarez,BAL,"SP,RP",480,FA,35,@TOR Thu 12:07PM,51.57,50%,474.73,27%,105,2,0,0,86,4.29,1.333,39
*061yu*,Jacob Misiorowski,MIL,"SP,RP",1184,FA,22,@NYY Thu 12:05PM,15.21,37%,475.21,71%,33,0,0,0,37,5.18,1.727,16
*03pon*,Triston McKenzie,CLE,SP,643,FA,27,@KC Thu 1:10PM,40.43,48%,475.64,56%,74,6,0,0,68,5.35,1.581,14
*051e5*,Matt Waldron,SD,SP,436,FA,28,ATL Thu 1:10PM,53.76,56%,476.65,37%,105,4,0,0,89,4.54,1.257,21
*06l54*,Shinnosuke Ogasawara,WSH,SP,267,FA,27,PHI Thu 1:05PM,66.3,38%,479.79,43%,128,13,0,0,78,4.08,1.32,24
*0311b*,Trevor Williams,WSH,SP,389,FA,32,PHI Thu 1:05PM,56.48,46%,486.48,37%,97,10,0,0,77,4.36,1.351,20
*04y9o*,Jack Leiter,TEX,SP,778,FA,24,BOS Thu 1:05PM,33.25,36%,489.82,67%,59,1,0,0,65,4.42,1.356,13
*0514f*,Hayden Wesneski,HOU,"SP,RP",854,FA,27,NYM Thu 1:10PM,28.65,37%,490.68,45%,59,1,0,0,48,5.19,1.492,27
*02bzn*,Colin Rea,CHC,SP,518,FA,34,@ARI Thu 7:10PM,49.45,45%,491.05,32%,102,2,0,0,77,4.41,1.324,37
*05rb2*,Jonathan Cannon,CHW,SP,253,FA,24,LAA Thu 1:10PM,67.3,49%,494.02,35%,141,12,0,0,101,4.91,1.489,26
*04aeh*,DL Hall,MIL,"SP,RP",534,FA,26,@NYY Thu 12:05PM,48.26,40%,496.7,43%,59,7,0,0,64,3.97,1.288,12
*04q05*,Alex Vesia,LAD,RP,532,FA,28,DET Thu 4:10PM,48.33,24%,499.49,33%,62,0,1,0,81,3.48,1.145,67
*03pjf*,Mike Soroka,WSH,"SP,RP",476,FA,27,PHI Thu 1:05PM,51.7,36%,502.05,38%,88,2,0,0,86,5.01,1.386,27
*03qne*,Chris Paddack,MIN,SP,554,FA,29,@STL Thu 1:15PM,46.74,35%,505.29,33%,87,2,0,0,78,4.34,1.287,25
*05y72*,Landen Roupp,SF,"SP,RP",999,FA,26,@CIN Thu 1:10PM,21.49,28%,505.54,32%,36,0,0,0,37,3.75,1.333,19
*0515o*,Brandon Sproat,NYM,SP,932,FA,24,@HOU Thu 1:10PM,24.46,27%,506.18,71%,40,4,0,0,34,4.95,1.35,8
*0517z*,Mitch Spence,ATH,"SP,RP",195,FA,26,@SEA Thu 7:10PM,71.67,41%,509.38,34%,139,13,0,0,115,4.4,1.317,26
*03moe*,Jesus Tinoco,MIA,RP,652,FA,29,PIT Thu 1:10PM,39.86,21%,511.3,21%,43,0,5,9,41,4.19,1.372,35
*02n2x*,Paul Sewald,CLE,RP,549,FA,34,@KC Thu 1:10PM,47.31,21%,511.39,34%,52,0,0,12,56,3.98,1.212,56
*05yb1*,Drew Thorpe,CHW,SP,349,FA,24,LAA Thu 1:10PM,60.27,41%,513.63,59%,98,11,0,0,83,3.95,1.276,20
*05u6p*,Brant Hurter,DET,"SP,RP",1074,FA,26,@LAD Thu 4:10PM,18.89,27%,515.32,29%,37,0,0,0,31,4.62,1.405,8
*05oz7*,Jose Butto,NYM,"SP,RP",550,FA,26,@HOU Thu 1:10PM,47.25,26%,515.83,32%,68,0,0,5,61,3.97,1.324,43
*03ca3*,Kyle Freeland,COL,SP,320,FA,31,,62.7,23%,518.15,17%,133,10,0,0,94,5.21,1.489,24
*04ak5*,Trevor Rogers,BAL,SP,776,FA,27,@TOR Thu 12:07PM,33.3,33%,520.05,29%,63,1,0,0,54,4.29,1.397,23
*04eqa*,Garrett Whitlock,BOS,"SP,RP",504,FA,28,@TEX Thu 1:05PM,50.15,25%,530.22,46%,61,0,4,15,54,3.84,1.23,36
*03amq*,German Marquez,COL,SP,343,FA,30,,61.04,26%,531.17,29%,114,9,0,0,98,4.66,1.342,20
*05gef*,Cade Cavalli,WSH,SP,712,FA,26,PHI Thu 1:05PM,36.35,26%,531.36,51%,67,2,0,0,61,4.43,1.433,23
*03yxh*,Cal Quantrill,MIA,SP,275,FA,30,PIT Thu 1:10PM,65.97,22%,539.48,24%,129,12,0,0,94,4.53,1.426,24
*03ql8*,Bailey Falter,PIT,SP,215,FA,27,@MIA Thu 1:10PM,70.29,30%,551.08,27%,136,14,0,0,95,4.3,1.309,28
*05143*,Hunter Gaddis,CLE,RP,201,FA,26,@KC Thu 1:10PM,71.24,22%,558.53,52%,71,0,1,28,66,3.42,1.07,69
*063e5*,Caden Dana,LAA,SP,895,FA,21,@CHW Thu 1:10PM,26.31,27%,559.81,62%,37,4,0,0,36,3.89,1.216,8
*02j77*,Chris Martin,TEX,RP,441,FA,38,BOS Thu 1:05PM,53.55,12%,566.37,36%,51,0,4,12,52,3.35,1.039,52
*03aru*,Joel Payamps,MIL,RP,236,FA,30,@NYY Thu 12:05PM,68.17,20%,569.33,45%,60,0,11,23,57,3.9,1.2,62
*005m0*,David Robertson,(N/A),RP,447,FA,39,,53.22,19%,571.32,28%,67,0,6,0,78,3.49,1.179,64
*04auk*,Seranthony Dominguez,BAL,RP,434,FA,30,@TOR Thu 12:07PM,53.8,19%,580.41,27%,55,0,7,13,60,4.25,1.309,59
*026l1*,Lance McCullers Jr.,HOU,SP,578,FA,31,NYM Thu 1:10PM,45.09,21%,588.71,42%,72,7,0,0,73,4.38,1.403,14
*041m0*,Ian Anderson,ATL,SP,846,FA,26,@SD Thu 1:10PM,29.22,22%,588.97,38%,50,4,0,0,51,5.04,1.58,10
*05yj0*,Chase Dollander,COL,SP,868,FA,23,,28.02,22%,591.1,72%,45,5,0,0,40,4.6,1.511,10
*050ok*,Yennier Cano,BAL,RP,192,FA,30,@TOR Thu 12:07PM,71.82,21%,591.72,56%,65,0,2,32,70,3.32,1.185,68
*05zya*,Thomas Harrington,PIT,SP,1020,FA,23,@MIA Thu 1:10PM,20.6,22%,594.1,59%,29,4,0,0,20,3.72,1.207,6
*04aed*,Kyle Wright,KC,SP,762,FA,29,CLE Thu 1:10PM,33.81,20%,596.98,31%,64,1,0,0,58,4.5,1.391,39
*05t6u*,Beau Brieske,DET,"SP,RP",507,FA,26,@LAD Thu 4:10PM,50.01,19%,602.64,20%,66,0,0,8,63,3.82,1.318,44
*01fhm*,Martin Perez,CHW,SP,225,FA,33,LAA Thu 1:10PM,69.38,19%,603.01,23%,140,13,0,0,100,4.5,1.414,26
*05mrx*,Gavin Stone,LAD,SP,11933,FA,26,DET Thu 4:10PM,0,11%,611.29,52%,0,0,0,0,0,0,0,0
*051cl*,Joey Estes,ATH,"SP,RP",307,FA,23,@SEA Thu 7:10PM,63.95,22%,612.64,25%,133,11,0,0,96,5.41,1.414,26
*043ia*,Adrian Morejon,SD,RP,517,FA,26,ATL Thu 1:10PM,49.57,20%,616.78,21%,60,0,0,10,62,3.9,1.25,56
*03d75*,Spencer Turnbull,(N/A),"SP,RP",394,FA,32,,56.31,20%,619.5,17%,78,8,0,0,76,4.27,1.308,16
*02z0e*,Yimi Garcia,TOR,RP,472,FA,34,BAL Thu 12:07PM,51.86,15%,628.43,30%,53,0,2,11,62,3.57,1.094,56
*03dpg*,Kevin Ginkel,ARI,RP,296,FA,30,CHC Thu 7:10PM,64.8,18%,639.73,34%,69,0,2,16,78,3.26,1.145,67
*04pq4*,Kyle Bradish,BAL,SP,1364,FA,28,@TOR Thu 12:07PM,8.97,18%,640.83,62%,16,2,0,0,16,3.94,1.25,3
*05a1v*,Keider Montero,DET,SP,561,FA,24,@LAD Thu 4:10PM,46.43,18%,644.85,21%,98,2,0,0,79,4.78,1.51,45
*03btm*,Jose Alvarado,PHI,RP,395,FA,29,@WSH Thu 1:05PM,56.22,18%,648.17,32%,62,0,4,12,69,3.77,1.29,68
*05gww*,Cade Horton,CHC,SP,899,FA,23,@ARI Thu 7:10PM,26.04,18%,651.54,68%,47,0,0,0,47,4.4,1.362,36
*03qxr*,Cole Sands,MIN,RP,376,FA,27,@STL Thu 1:15PM,58.05,17%,652.89,23%,67,0,2,8,76,3.22,1.045,55
*05ym7*,Fernando Cruz,NYY,RP,299,FA,34,MIL Thu 12:05PM,64.39,18%,653.98,30%,68,0,0,17,102,3.97,1.191,68
*04eec*,Nate Pearson,CHC,RP,416,FA,28,@ARI Thu 7:10PM,54.98,17%,654.1,23%,60,0,2,13,63,3.9,1.183,52
*02f9m*,Jakob Junis,CLE,"SP,RP",741,FA,32,@KC Thu 1:10PM,34.93,19%,661.27,14%,57,1,0,0,53,3.79,1.14,20
*05138*,Matt Brash,SEA,RP,509,FA,26,ATH Thu 7:10PM,49.91,16%,667.98,45%,41,0,6,14,58,3.51,1.195,46
*0310c*,Hunter Harvey,KC,RP,443,FA,30,CLE Thu 1:10PM,53.47,17%,672.4,32%,52,0,2,21,53,4.15,1.269,51
*04enz*,Robert Garcia,TEX,"SP,RP",560,FA,28,BOS Thu 1:05PM,46.45,14%,672.55,21%,58,0,4,9,69,3.72,1.19,63
*05y2k*,Mason Montgomery,TB,"SP,RP",1456,FA,24,,6.94,17%,676.74,38%,18,0,0,2,19,6,1.611,17
*0509b*,Prelander Berroa,CHW,"SP,RP",1117,FA,24,LAA Thu 1:10PM,17.33,18%,676.86,21%,24,0,3,5,23,6,1.833,22
*05jpk*,Joe Boyle,TB,"SP,RP",809,FA,25,,31.04,17%,681.19,34%,57,2,0,0,67,5.05,1.702,21
*02brf*,Jorge Lopez,WSH,RP,408,FA,32,PHI Thu 1:05PM,55.53,9%,684.76,22%,55,0,10,14,47,4.25,1.291,55
*04pxf*,Davis Martin,CHW,"SP,RP",257,FA,28,LAA Thu 1:10PM,66.99,16%,686.61,21%,122,12,0,0,113,4.72,1.385,26
*01scl*,Craig Kimbrel,(N/A),RP,520,FA,36,,49.36,16%,687.15,18%,55,0,12,0,73,4.25,1.273,59
*01xfr*,Patrick Corbin,(N/A),SP,144,FA,35,,76.88,11%,690.54,11%,176,14,0,0,137,5.01,1.477,32
*0510l*,Emerson Hancock,SEA,SP,1008,FA,25,ATH Thu 7:10PM,21.19,16%,691.68,34%,42,1,0,0,28,4.71,1.429,15
*041m1*,Matt Manning,DET,SP,771,FA,27,@LAD Thu 4:10PM,33.52,17%,692.44,26%,60,1,0,0,52,4.05,1.3,22
*02bwg*,Kyle Hendricks,LAA,"SP,RP",298,FA,35,@CHW Thu 1:10PM,64.44,16%,694.45,16%,112,10,0,0,78,4.66,1.375,22
*02mwd*,Paul Blackburn,NYM,SP,827,FA,31,@HOU Thu 1:10PM,30.15,16%,697.34,22%,62,0,0,0,49,4.79,1.387,48
*02h8d*,Steven Matz,STL,SP,784,FA,33,MIN Thu 1:15PM,32.68,16%,702.77,15%,50,5,0,0,44,4.14,1.28,10
*05rav*,Richard Fitts,BOS,RP,1492,FA,25,@TEX Thu 1:05PM,4.81,15%,708.42,28%,10,1,0,0,7,5.4,1.5,2
*0512u*,Jack Kochanowicz,LAA,SP,844,FA,24,@CHW Thu 1:10PM,29.31,13%,708.43,19%,57,1,0,0,36,4.26,1.316,25
*05nso*,Abner Uribe,MIL,RP,807,FA,24,@NYY Thu 12:05PM,31.1,12%,717.23,36%,33,0,11,0,32,4.09,1.545,34
*04ggi*,Andrew Kittredge,BAL,RP,380,FA,34,@TOR Thu 12:07PM,57.64,15%,717.86,32%,65,0,0,13,67,3.46,1.108,67
*06agh*,Yilber Diaz,ARI,SP,1009,FA,24,CHC Thu 7:10PM,21.12,14%,731.89,38%,40,0,0,0,40,4.5,1.475,14
*0374m*,Tyler Rogers,SF,RP,237,FA,34,@CIN Thu 1:10PM,67.99,8%,733.61,37%,70,0,2,30,54,3.86,1.229,71
*05yaz*,Will Warren,NYY,SP,1023,FA,25,MIL Thu 12:05PM,20.59,16%,734.03,54%,36,3,0,0,37,5.5,1.5,8
*02bx6*,Derek Law,WSH,RP,241,FA,34,PHI Thu 1:05PM,67.62,13%,734.52,18%,83,0,4,16,71,3.58,1.241,72
*03qju*,Garrett Cleavinger,TB,RP,410,FA,30,,55.46,14%,737.98,20%,56,0,5,13,73,3.86,1.321,61
*0603p*,Hurston Waldrep,ATL,SP,1467,FA,23,@SD Thu 1:10PM,6.44,14%,738.87,62%,19,0,0,0,16,4.74,1.632,15
*0519h*,Hunter Bigge,TB,"SP,RP",1127,FA,26,,16.98,16%,746.01,24%,28,0,0,2,39,4.5,1.321,30
*03poq*,Tony Santillan,CIN,RP,928,FA,27,SF Thu 1:10PM,24.69,11%,746.69,14%,33,0,0,5,34,4.64,1.545,32
*0313t*,Tyler Kinley,COL,RP,438,FA,34,,53.72,15%,747.08,15%,59,0,7,12,67,4.58,1.407,61
*041py*,Keegan Akin,BAL,RP,460,FA,29,@TOR Thu 12:07PM,52.42,15%,751.37,16%,75,0,0,5,83,4.08,1.293,59
*04pxp*,Victor Vodnik,COL,RP,464,FA,25,,52.19,11%,752.18,16%,67,0,6,8,56,4.03,1.448,58
*062ob*,Jose Ferrer,WSH,RP,769,FA,25,PHI Thu 1:05PM,33.59,11%,754.58,16%,35,0,0,9,28,3.34,1.229,37
*05uo2*,Logan Henderson,MIL,SP,1503,FA,23,@NYY Thu 12:05PM,4.51,14%,760.21,39%,9,1,0,0,9,6,1.333,2
*030x2*,Jose Leclerc,ATH,RP,508,FA,31,@SEA Thu 7:10PM,50,13%,760.38,21%,62,0,4,3,76,3.77,1.242,60
*05xsm*,Chase Silseth,LAA,SP,788,FA,24,@CHW Thu 1:10PM,32.46,13%,761.55,24%,58,5,0,0,52,5.43,1.552,13
*05jpx*,Tink Hence,STL,SP,6148,FA,22,MIN Thu 1:15PM,0,15%,764,65%,0,0,0,0,0,0,0,0
*05rb3*,Chase Burns,CIN,SP,2972,FA,22,SF Thu 1:10PM,0,9%,764.48,67%,0,0,0,0,0,0,0,0
*0422c*,Kyle Hart,SD,RP,6064,FA,32,ATL Thu 1:10PM,0,9%,768.64,18%,0,0,0,0,0,0,0,0
*03ppa*,A.J. Minter,NYM,RP,424,FA,31,@HOU Thu 1:10PM,54.4,14%,768.67,31%,58,0,1,12,70,3.72,1.138,63
*03as0*,Joe Jimenez,ATL,RP,513,FA,30,@SD Thu 1:10PM,49.84,3%,774.59,20%,36,0,1,24,43,3.25,1.083,36
*0404s*,Gregory Santos,SEA,"SP,RP",703,FA,25,ATH Thu 7:10PM,36.85,11%,777.09,17%,46,0,0,5,44,3.72,1.283,41
*050vn*,Quinn Priester,BOS,SP,1121,FA,24,@TEX Thu 1:05PM,17.12,10%,779.49,29%,31,3,0,0,24,4.94,1.484,6
*052c7*,Valente Bellozo,MIA,SP,172,FA,25,PIT Thu 1:10PM,73.96,6%,784.87,24%,150,14,0,0,120,4.5,1.393,28
*03dpt*,Reed Garrett,NYM,RP,372,FA,32,@HOU Thu 1:10PM,58.62,11%,784.87,22%,59,0,5,16,74,4.12,1.339,50
*03do2*,Justin Anderson,CHW,RP,528,FA,32,LAA Thu 1:10PM,48.69,10%,785.26,7%,56,0,3,10,63,4.18,1.357,58
*02hdy*,Pierce Johnson,ATL,RP,393,FA,33,@SD Thu 1:10PM,56.35,14%,786.89,15%,60,0,2,14,79,4.05,1.267,62
*046yd*,Dennis Santana,PIT,RP,419,FA,28,@MIA Thu 1:10PM,54.61,12%,789.35,13%,68,0,2,16,64,5.03,1.515,61
*041m9*,Dane Dunning,TEX,"SP,RP",621,FA,30,BOS Thu 1:05PM,42.3,10%,789.88,17%,81,2,0,0,69,4.56,1.358,24
*04674*,Johan Oviedo,PIT,SP,563,FA,27,@MIA Thu 1:10PM,46.3,10%,790.61,21%,93,2,0,0,86,4.65,1.516,38
*041rj*,JoJo Romero,STL,RP,367,FA,28,MIN Thu 1:15PM,59.17,10%,791,35%,58,0,2,28,48,4.34,1.379,57
*04mlx*,Matthew Liberatore,STL,"SP,RP",615,FA,25,MIN Thu 1:15PM,42.55,11%,791.55,24%,75,1,0,6,62,4.44,1.4,52
*05jp9*,Bryce Elder,ATL,SP,583,FA,25,@SD Thu 1:10PM,44.46,9%,791.93,21%,83,7,0,0,65,4.99,1.566,15
*0319c*,Mark Leiter Jr.,NYY,RP,332,FA,33,MIL Thu 12:05PM,62.22,6%,793.7,20%,60,0,0,21,81,3.6,1.15,59
*02n3l*,Taylor Rogers,CIN,RP,479,FA,34,SF Thu 1:10PM,51.6,4%,794.55,14%,57,0,5,11,64,4.42,1.298,63
*051bm*,Louie Varland,MIN,"SP,RP",795,FA,27,@STL Thu 1:15PM,31.88,14%,797.37,17%,63,1,0,0,62,5.14,1.492,24
*05y9r*,Justin Wrobleski,LAD,SP,723,FA,24,DET Thu 4:10PM,35.9,12%,806,35%,68,1,0,0,56,4.37,1.338,20
*03dgs*,Erik Swanson,TOR,RP,481,FA,31,BAL Thu 12:07PM,51.35,11%,806.47,8%,60,0,0,17,62,5.1,1.383,66
*0689r*,Yuki Matsui,SD,RP,571,FA,29,ATL Thu 1:10PM,45.68,11%,808.87,26%,64,0,0,0,69,3.66,1.188,66
*04q1w*,Caleb Kilian,CHC,SP,1468,FA,27,@ARI Thu 7:10PM,6.43,6%,810.53,11%,18,0,0,0,14,4.5,1.444,6
*05jp3*,Logan Allen,CLE,"SP,RP",938,FA,26,@KC Thu 1:10PM,24.25,6%,820.17,25%,50,0,0,0,44,5.22,1.5,18
*02bq7*,Robert Stephenson,LAA,RP,912,FA,32,@CHW Thu 1:10PM,25.43,11%,822.97,19%,23,0,2,4,34,3.52,1,25
*02z93*,Kenta Maeda,DET,"SP,RP",811,FA,36,@LAD Thu 4:10PM,30.77,8%,823.09,15%,58,0,0,0,55,4.66,1.293,16
*057p2*,Michel Otanez,ATH,RP,729,FA,27,@SEA Thu 7:10PM,35.58,11%,824.48,13%,42,0,0,9,50,4.29,1.524,43
*05ycf*,Noah Cameron,KC,SP,1292,FA,25,CLE Thu 1:10PM,11.12,11%,826.93,35%,19,2,0,0,17,3.79,1.316,4
*05itb*,Randy Vasquez,SD,SP,375,FA,26,ATL Thu 1:10PM,58.21,9%,828.59,19%,112,10,0,0,84,4.9,1.464,22
*04em6*,Will Vest,DET,RP,325,FA,29,@LAD Thu 4:10PM,62.66,10%,829.42,14%,68,0,2,16,65,3.31,1.147,65
*045kb*,Cristian Javier,HOU,SP,842,FA,27,NYM Thu 1:10PM,29.51,8%,831.23,53%,50,0,0,0,55,3.96,1.28,16
*0429h*,Bryse Wilson,CHW,"SP,RP",580,FA,27,LAA Thu 1:10PM,44.95,4%,831.97,12%,76,0,0,0,56,4.26,1.303,36
*02n5v*,Chris Flexen,CHC,SP,168,FA,30,@ARI Thu 7:10PM,74.36,3%,832.66,11%,158,14,0,0,130,5.01,1.468,32
*03pp9*,Josh Sborz,TEX,RP,622,FA,31,BOS Thu 1:05PM,42.21,7%,835.46,8%,40,0,4,12,49,4.05,1.3,35
*03h90*,Hector Neris,ATL,RP,566,FA,35,@SD Thu 1:10PM,46.02,7%,835.7,10%,62,0,4,0,66,3.92,1.274,64
*04pma*,Daniel Lynch,KC,RP,831,FA,28,CLE Thu 1:10PM,29.98,11%,837.09,11%,47,0,0,0,35,4.21,1.383,27
*06dqi*,Jake Bloss,TOR,SP,970,FA,23,BAL Thu 12:07PM,22.91,9%,840.87,34%,42,1,0,0,31,4.29,1.381,26
*06fzq*,Craig Yoho,MIL,RP,1043,FA,25,@NYY Thu 12:05PM,19.98,8%,844.87,39%,23,0,0,0,34,3.13,1.304,23
*04tk1*,Slade Cecconi,CLE,"SP,RP",841,FA,25,@KC Thu 1:10PM,29.55,7%,848.53,23%,59,0,0,0,51,4.88,1.356,22
*051eh*,Kevin Kelly,TB,RP,365,FA,27,,59.37,9%,848.63,14%,69,0,0,14,63,3.52,1.087,63
*04pmq*,Braxton Ashcraft,PIT,SP,840,FA,25,@MIA Thu 1:10PM,29.57,7%,849.3,43%,47,5,0,0,33,4.21,1.362,10
*0423e*,Anthony Bender,MIA,RP,497,FA,30,PIT Thu 1:10PM,50.31,9%,850.15,9%,50,0,5,13,48,3.78,1.24,57
*05r1d*,Jordan Wicks,CHC,SP,1409,FA,25,@ARI Thu 7:10PM,8.09,8%,850.6,29%,18,2,0,0,16,5.5,1.5,4
*06hv8*,Logan Evans,SEA,"SP,RP",1205,FA,23,ATH Thu 7:10PM,14.4,8%,851.23,39%,24,3,0,0,18,4.13,1.375,5
*041rc*,Tyson Miller,CHC,RP,462,FA,29,@ARI Thu 7:10PM,52.29,6%,851.65,8%,64,0,0,14,55,4.36,1.281,55
*01fd0*,Daniel Hudson,LAD,RP,612,FA,37,DET Thu 4:10PM,42.71,5%,853.44,10%,58,0,2,0,61,4.03,1.19,61
*03zbj*,Brusdar Graterol,LAD,RP,1128,FA,26,DET Thu 4:10PM,16.95,4%,855.92,22%,21,0,0,0,16,3,1.19,21
*051c3*,Andrew Nardi,MIA,RP,511,FA,26,PIT Thu 1:10PM,49.87,6%,860.13,14%,51,0,0,14,67,3.88,1.255,57
*05w7z*,Edgardo Henriquez,LAD,RP,1279,FA,22,DET Thu 4:10PM,11.38,6%,862.99,19%,21,0,0,0,21,4.71,1.714,19
*05uec*,Yoniel Curet,TB,SP,1096,FA,22,,17.89,6%,864.42,40%,28,3,0,0,33,4.5,1.393,6
*02btg*,Tayler Scott,HOU,RP,432,FA,32,NYM Thu 1:10PM,53.98,8%,864.98,9%,66,0,0,12,72,4.09,1.333,60
*04yfw*,Alek Manoah,TOR,SP,910,FA,27,BAL Thu 12:07PM,25.51,3%,865.04,40%,45,1,0,0,45,4.6,1.378,16
*050vo*,Dedniel Nunez,NYM,RP,606,FA,28,@HOU Thu 1:10PM,43.05,7%,865.95,24%,41,0,0,11,49,3.29,1.122,30
*04pmk*,Michael Grove,LAD,"SP,RP",657,FA,28,DET Thu 4:10PM,39.62,5%,868.25,12%,54,0,0,12,58,4.5,1.296,38
*04efn*,Keegan Thompson,CHC,RP,772,FA,29,@ARI Thu 7:10PM,33.51,2%,870.9,5%,40,0,2,5,42,4.05,1.3,25
*05jpd*,Ian Seymour,TB,SP,707,FA,26,,36.57,6%,871.06,31%,52,6,0,0,51,3.81,1.212,10
*041x9*,Graham Ashcraft,CIN,SP,1274,FA,27,SF Thu 1:10PM,11.6,6%,871.61,21%,22,2,0,0,18,4.5,1.409,4
*025hm*,Trevor Bauer,(N/A),SP,2343,FA,34,,0,4%,871.91,7%,0,0,0,0,0,0,0,0
*04afk*,Tristan Beck,SF,SP,773,FA,28,@CIN Thu 1:10PM,33.46,6%,872.97,7%,63,0,0,0,57,4.29,1.333,27
*05a06*,Nick Mears,MIL,RP,535,FA,28,@NYY Thu 12:05PM,48.26,7%,873.05,8%,54,0,0,11,72,4.17,1.278,50
